comet-27-37,comet-27-38
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
4096                    3.20
8192                    4.52
16384                   6.89
32768                  10.21
65536                  15.70
131072                 26.12
262144                 47.20
524288                 88.16
1048576               171.86
2097152               337.50
4194304               670.60
comet-27-37,comet-27-46
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.07
1                       1.15
2                       1.14
4                       1.15
8                       1.15
16                      1.17
32                      1.17
64                      1.21
128                     1.30
256                     1.85
512                     1.96
1024                    2.28
2048                    2.79
4096                    3.23
8192                    4.55
16384                   6.92
32768                  10.45
65536                  16.12
131072                 26.50
262144                 47.11
524288                 88.27
1048576               171.49
2097152               338.31
4194304               668.87
comet-27-37,comet-27-47
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.07
1                       1.11
2                       1.11
4                       1.14
8                       1.14
16                      1.14
32                      1.16
64                      1.21
128                     1.29
256                     1.83
512                     1.96
1024                    2.26
2048                    2.76
4096                    3.21
8192                    4.55
16384                   6.88
32768                  10.22
65536                  15.65
131072                 26.00
262144                 47.23
524288                 88.25
1048576               171.38
2097152               338.36
4194304               669.45
comet-27-37,comet-27-48
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.05
1                       1.14
2                       1.14
4                       1.14
8                       1.15
16                      1.15
32                      1.19
64                      1.20
128                     1.29
256                     1.82
512                     1.92
1024                    2.24
2048                    2.76
4096                    3.18
8192                    4.56
16384                   6.87
32768                  10.27
65536                  15.65
131072                 26.07
262144                 47.05
524288                 88.19
1048576               171.57
2097152               338.01
4194304               669.71
comet-27-37,comet-27-49
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.10
1                       1.16
2                       1.17
4                       1.16
8                       1.16
16                      1.19
32                      1.22
64                      1.24
128                     1.33
256                     1.88
512                     1.99
1024                    2.29
2048                    2.80
4096                    3.21
8192                    4.53
16384                   6.87
32768                  10.58
65536                  15.84
131072                 26.20
262144                 46.82
524288                 88.24
1048576               171.46
2097152               337.92
4194304               669.00
comet-27-37,comet-27-50
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.04
1                       1.13
2                       1.14
4                       1.16
8                       1.17
16                      1.14
32                      1.16
64                      1.23
128                     1.30
256                     1.83
512                     1.93
1024                    2.27
2048                    2.77
4096                    3.20
8192                    4.54
16384                   6.87
32768                  10.25
65536                  15.70
131072                 26.05
262144                 46.97
524288                 88.26
1048576               171.55
2097152               337.32
4194304               669.33
comet-27-37,comet-27-51
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.06
1                       1.16
2                       1.18
4                       1.18
8                       1.18
16                      1.17
32                      1.19
64                      1.23
128                     1.33
256                     1.89
512                     1.98
1024                    2.29
2048                    2.82
4096                    3.23
8192                    4.56
16384                   6.96
32768                  10.39
65536                  15.83
131072                 26.46
262144                 47.36
524288                 88.49
1048576               172.10
2097152               338.49
4194304               670.42
comet-27-37,comet-27-52
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.04
1                       1.14
2                       1.16
4                       1.16
8                       1.16
16                      1.19
32                      1.19
64                      1.22
128                     1.31
256                     1.85
512                     1.98
1024                    2.29
2048                    2.79
4096                    3.22
8192                    4.60
16384                   7.02
32768                  10.25
65536                  15.71
131072                 26.34
262144                 46.94
524288                 88.22
1048576               171.50
2097152               338.23
4194304               670.06
comet-27-37,comet-27-53
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.05
1                       1.12
2                       1.14
4                       1.16
8                       1.15
16                      1.16
32                      1.19
64                      1.25
128                     1.34
256                     1.90
512                     2.00
1024                    2.29
2048                    2.81
4096                    3.25
8192                    4.56
16384                   6.87
32768                  10.27
65536                  15.80
131072                 26.20
262144                 46.87
524288                 88.50
1048576               171.07
2097152               338.43
4194304               668.95
comet-27-37,comet-27-54
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.05
1                       1.11
2                       1.13
4                       1.13
8                       1.11
16                      1.16
32                      1.18
64                      1.23
128                     1.31
256                     1.87
512                     1.98
1024                    2.29
2048                    2.81
4096                    3.23
8192                    4.58
16384                   6.89
32768                  10.40
65536                  16.00
131072                 26.52
262144                 46.89
524288                 88.38
1048576               171.25
2097152               338.10
4194304               670.32
comet-27-38,comet-27-37
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.14
1                       1.23
2                       1.22
4                       1.21
8                       1.21
16                      1.21
32                      1.22
64                      1.25
128                     1.39
256                     1.92
512                     2.03
1024                    2.32
2048                    2.84
4096                    3.26
8192                    4.58
16384                   6.92
32768                  10.40
65536                  15.83
131072                 26.20
262144                 46.89
524288                 88.60
1048576               171.62
2097152               338.58
4194304               669.85
comet-27-38,comet-27-39
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.04
1                       1.12
2                       1.12
4                       1.12
8                       1.12
16                      1.14
32                      1.15
64                      1.19
128                     1.28
256                     1.81
512                     1.93
1024                    2.28
2048                    2.76
4096                    3.18
8192                    4.60
16384                   6.88
32768                  10.04
65536                  15.48
131072                 25.89
262144                 46.94
524288                 87.99
1048576               172.09
2097152               337.91
4194304               668.42
comet-27-38,comet-27-40
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.07
1                       1.14
2                       1.13
4                       1.14
8                       1.14
16                      1.14
32                      1.15
64                      1.19
128                     1.28
256                     1.81
512                     1.93
1024                    2.27
2048                    2.76
4096                    3.19
8192                    4.60
16384                   6.95
32768                  10.05
65536                  15.47
131072                 25.84
262144                 46.49
524288                 87.85
1048576               171.41
2097152               337.87
4194304               670.36
comet-27-38,comet-27-41
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.06
1                       1.12
2                       1.12
4                       1.12
8                       1.12
16                      1.13
32                      1.15
64                      1.18
128                     1.27
256                     1.80
512                     1.91
1024                    2.26
2048                    2.75
4096                    3.18
8192                    4.54
16384                   6.90
32768                  10.16
65536                  15.65
131072                 25.96
262144                 46.65
524288                 88.07
1048576               171.30
2097152               338.38
4194304               669.44
comet-27-38,comet-27-42
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.05
1                       1.12
2                       1.12
4                       1.12
8                       1.13
16                      1.12
32                      1.15
64                      1.18
128                     1.26
256                     1.79
512                     1.92
1024                    2.27
2048                    2.76
4096                    3.18
8192                    4.54
16384                   6.95
32768                  10.06
65536                  15.55
131072                 25.91
262144                 46.64
524288                 88.35
1048576               171.53
2097152               338.09
4194304               670.67
comet-27-38,comet-27-43
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.05
1                       1.12
2                       1.11
4                       1.12
8                       1.12
16                      1.12
32                      1.14
64                      1.18
128                     1.28
256                     1.80
512                     1.92
1024                    2.26
2048                    2.76
4096                    3.18
8192                    4.55
16384                   6.81
32768                  10.06
65536                  15.56
131072                 25.89
262144                 46.63
524288                 88.09
1048576               171.05
2097152               337.86
4194304               670.68
comet-27-38,comet-27-44
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.05
1                       1.13
2                       1.13
4                       1.14
8                       1.15
16                      1.15
32                      1.17
64                      1.19
128                     1.29
256                     1.82
512                     1.93
1024                    2.29
2048                    2.73
4096                    3.09
8192                    4.55
16384                   6.74
32768                  10.19
65536                  15.58
131072                 25.97
262144                 46.72
524288                 88.03
1048576               171.51
2097152               337.96
4194304               670.50
comet-27-38,comet-27-45
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.08
1                       1.13
2                       1.12
4                       1.12
8                       1.10
16                      1.14
32                      1.16
64                      1.20
128                     1.28
256                     1.81
512                     1.91
1024                    2.26
2048                    2.77
4096                    3.17
8192                    4.53
16384                   6.85
32768                  10.06
65536                  15.54
131072                 25.98
262144                 46.57
524288                 87.96
1048576               171.39
2097152               337.87
4194304               669.30
comet-27-38,comet-27-46
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.04
1                       1.14
2                       1.13
4                       1.13
8                       1.13
16                      1.14
32                      1.16
64                      1.21
128                     1.28
256                     1.80
512                     1.91
1024                    2.27
2048                    2.78
4096                    3.19
8192                    4.54
16384                   6.76
32768                  10.10
65536                  15.57
131072                 25.95
262144                 46.60
524288                 88.01
1048576               171.72
2097152               337.85
4194304               668.61
comet-27-38,comet-27-47
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.07
1                       1.13
2                       1.12
4                       1.13
8                       1.11
16                      1.14
32                      1.16
64                      1.20
128                     1.27
256                     1.79
512                     1.89
1024                    2.26
2048                    2.75
4096                    3.17
8192                    4.56
16384                   6.87
32768                  10.11
65536                  15.52
131072                 25.95
262144                 46.61
524288                 88.02
1048576               171.23
2097152               338.13
4194304               669.47
comet-27-38,comet-27-48
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.04
1                       1.10
2                       1.11
4                       1.11
8                       1.11
16                      1.12
32                      1.14
64                      1.18
128                     1.25
256                     1.78
512                     1.90
1024                    2.27
2048                    2.75
4096                    3.18
8192                    4.55
16384                   6.91
32768                  10.26
65536                  15.82
131072                 26.02
262144                 46.83
524288                 88.13
1048576               171.51
2097152               338.21
4194304               668.66
comet-27-38,comet-27-49
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.04
1                       1.10
2                       1.10
4                       1.10
8                       1.10
16                      1.11
32                      1.13
64                      1.17
128                     1.25
256                     1.79
512                     1.90
1024                    2.26
2048                    2.75
4096                    3.16
8192                    4.54
16384                   6.85
32768                  10.03
65536                  15.52
131072                 25.86
262144                 46.51
524288                 87.98
1048576               171.21
2097152               338.42
4194304               668.64
comet-27-38,comet-27-50
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.04
1                       1.11
2                       1.12
4                       1.12
8                       1.12
16                      1.13
32                      1.15
64                      1.20
128                     1.28
256                     1.79
512                     1.90
1024                    2.27
2048                    2.76
4096                    3.19
8192                    4.59
16384                   6.87
32768                  10.04
65536                  15.47
131072                 25.81
262144                 46.55
524288                 88.13
1048576               171.39
2097152               337.84
4194304               669.15
comet-27-38,comet-27-51
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.04
1                       1.11
2                       1.12
4                       1.13
8                       1.13
16                      1.14
32                      1.16
64                      1.20
128                     1.29
256                     1.78
512                     1.90
1024                    2.26
2048                    2.76
4096                    3.17
8192                    4.57
16384                   6.91
32768                  10.09
65536                  15.56
131072                 26.42
262144                 46.84
524288                 88.29
1048576               171.97
2097152               338.10
4194304               670.44
comet-27-38,comet-27-52
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.05
1                       1.12
2                       1.13
4                       1.13
8                       1.12
16                      1.13
32                      1.15
64                      1.19
128                     1.28
256                     1.80
512                     1.91
1024                    2.27
2048                    2.78
4096                    3.17
8192                    4.57
16384                   6.89
32768                  10.09
65536                  15.50
131072                 25.89
262144                 46.59
524288                 88.01
1048576               171.43
2097152               338.02
4194304               669.52
comet-27-38,comet-27-53
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.07
1                       1.13
2                       1.13
4                       1.12
8                       1.13
16                      1.13
32                      1.15
64                      1.19
128                     1.28
256                     1.81
512                     1.93
1024                    2.29
2048                    2.77
4096                    3.19
8192                    4.52
16384                   6.90
32768                  10.06
65536                  15.52
131072                 25.81
262144                 46.58
524288                 87.89
1048576               171.60
2097152               338.27
4194304               668.39
comet-27-38,comet-27-54
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.14
1                       1.18
2                       1.16
4                       1.16
8                       1.15
16                      1.16
32                      1.17
64                      1.21
128                     1.30
256                     1.83
512                     1.96
1024                    2.28
2048                    2.79
4096                    3.22
8192                    4.54
16384                   6.85
32768                  10.23
65536                  15.68
131072                 26.05
262144                 46.72
524288                 88.18
1048576               171.59
2097152               339.13
4194304               669.45
comet-27-39,comet-27-37
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.10
1                       1.17
2                       1.18
4                       1.16
8                       1.16
16                      1.17
32                      1.17
64                      1.20
128                     1.29
256                     1.85
512                     1.97
1024                    2.28
2048                    2.79
4096                    3.21
8192                    4.59
16384                   6.94
32768                  10.28
65536                  15.73
131072                 26.11
262144                 46.83
524288                 88.26
1048576               171.81
2097152               338.12
4194304               670.43
comet-27-39,comet-27-38
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.06
1                       1.12
2                       1.11
4                       1.10
8                       1.12
16                      1.12
32                      1.13
64                      1.17
128                     1.26
256                     1.81
512                     1.92
1024                    2.27
2048                    2.78
4096                    3.18
8192                    4.60
16384                   7.06
32768                  10.19
65536                  15.68
131072                 26.03
262144                 46.78
524288                 88.19
1048576               171.35
2097152               338.16
4194304               669.64
comet-27-39,comet-27-40
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.07
1                       1.13
2                       1.12
4                       1.12
8                       1.12
16                      1.14
32                      1.15
64                      1.20
128                     1.28
256                     1.81
512                     1.92
1024                    2.28
2048                    2.79
4096                    3.19
8192                    4.56
16384                   6.84
32768                  10.18
65536                  15.61
131072                 25.94
262144                 46.73
524288                 88.03
1048576               172.19
2097152               338.01
4194304               669.29
comet-27-39,comet-27-41
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.11
1                       1.17
2                       1.15
4                       1.16
8                       1.16
16                      1.17
32                      1.20
64                      1.22
128                     1.31
256                     1.86
512                     1.98
1024                    2.30
2048                    2.80
4096                    3.23
8192                    4.53
16384                   6.82
32768                  10.18
65536                  15.64
131072                 26.04
262144                 46.74
524288                 88.16
1048576               171.47
2097152               337.95
4194304               669.73
comet-27-39,comet-27-42
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.06
1                       1.14
2                       1.14
4                       1.14
8                       1.13
16                      1.16
32                      1.18
64                      1.22
128                     1.28
256                     1.80
512                     1.92
1024                    2.25
2048                    2.77
4096                    3.20
8192                    4.56
16384                   6.84
32768                  10.17
65536                  15.57
131072                 26.03
262144                 46.77
524288                 88.46
1048576               171.36
2097152               338.23
4194304               669.69
comet-27-39,comet-27-43
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.04
1                       1.13
2                       1.12
4                       1.14
8                       1.14
16                      1.13
32                      1.15
64                      1.19
128                     1.27
256                     1.81
512                     1.93
1024                    2.28
2048                    2.77
4096                    3.20
8192                    4.55
16384                   6.86
32768                  10.12
65536                  15.52
131072                 25.91
262144                 46.65
524288                 88.20
1048576               172.03
2097152               338.16
4194304               670.34
comet-27-39,comet-27-44
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.03
1                       1.10
2                       1.10
4                       1.10
8                       1.10
16                      1.11
32                      1.13
64                      1.17
128                     1.27
256                     1.77
512                     1.89
1024                    2.24
2048                    2.74
4096                    3.16
8192                    4.55
16384                   6.86
32768                   9.99
65536                  15.43
131072                 25.83
262144                 46.55
524288                 87.99
1048576               172.28
2097152               338.47
4194304               669.47
comet-27-39,comet-27-45
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.06
1                       1.12
2                       1.12
4                       1.13
8                       1.13
16                      1.14
32                      1.16
64                      1.20
128                     1.28
256                     1.81
512                     1.92
1024                    2.27
2048                    2.79
4096                    3.20
8192                    4.55
16384                   6.95
32768                  10.09
65536                  15.54
131072                 25.95
262144                 46.63
524288                 88.02
1048576               171.40
2097152               338.00
4194304               668.14
comet-27-39,comet-27-46
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.07
1                       1.13
2                       1.13
4                       1.12
8                       1.12
16                      1.14
32                      1.16
64                      1.20
128                     1.29
256                     1.80
512                     1.91
1024                    2.26
2048                    2.76
4096                    3.18
8192                    4.61
16384                   6.97
32768                  10.19
65536                  15.65
131072                 26.04
262144                 46.76
524288                 88.17
1048576               171.48
2097152               338.37
4194304               669.55
comet-27-39,comet-27-47
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.04
1                       1.10
2                       1.12
4                       1.12
8                       1.11
16                      1.12
32                      1.14
64                      1.18
128                     1.28
256                     1.78
512                     1.91
1024                    2.25
2048                    2.73
4096                    3.16
8192                    4.58
16384                   7.11
32768                  10.06
65536                  15.52
131072                 25.91
262144                 46.63
524288                 87.98
1048576               171.63
2097152               338.36
4194304               669.34
comet-27-39,comet-27-48
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.07
1                       1.12
2                       1.12
4                       1.12
8                       1.12
16                      1.14
32                      1.17
64                      1.20
128                     1.28
256                     1.84
512                     1.96
1024                    2.27
2048                    2.78
4096                    3.20
8192                    4.54
16384                   6.93
32768                  10.24
65536                  15.63
131072                 26.04
262144                 46.80
524288                 88.17
1048576               171.73
2097152               337.93
4194304               669.41
comet-27-39,comet-27-49
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.08
1                       1.14
2                       1.15
4                       1.15
8                       1.15
16                      1.16
32                      1.18
64                      1.22
128                     1.30
256                     1.85
512                     1.79
1024                    2.19
2048                    2.70
4096                    3.19
8192                    4.58
16384                   6.86
32768                  10.13
65536                  15.58
131072                 25.93
262144                 46.69
524288                 88.11
1048576               171.51
2097152               338.66
4194304               668.77
comet-27-39,comet-27-50
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.05
1                       1.12
2                       1.12
4                       1.12
8                       1.12
16                      1.15
32                      1.16
64                      1.20
128                     1.29
256                     1.80
512                     1.91
1024                    2.27
2048                    2.76
4096                    3.18
8192                    4.52
16384                   6.87
32768                  10.14
65536                  15.57
131072                 25.91
262144                 46.59
524288                 88.04
1048576               171.74
2097152               337.78
4194304               669.68
comet-27-39,comet-27-51
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.06
1                       1.12
2                       1.13
4                       1.14
8                       1.14
16                      1.17
32                      1.17
64                      1.21
128                     1.30
256                     1.80
512                     1.94
1024                    2.28
2048                    2.77
4096                    3.18
8192                    4.59
16384                   6.91
32768                  10.14
65536                  15.56
131072                 25.93
262144                 46.85
524288                 88.12
1048576               171.72
2097152               338.31
4194304               669.65
comet-27-39,comet-27-52
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.11
1                       1.16
2                       1.14
4                       1.14
8                       1.14
16                      1.17
32                      1.19
64                      1.21
128                     1.31
256                     1.86
512                     1.96
1024                    2.29
2048                    2.79
4096                    3.21
8192                    4.50
16384                   6.82
32768                  10.16
65536                  15.65
131072                 26.02
262144                 46.73
524288                 88.14
1048576               171.90
2097152               338.27
4194304               669.52
comet-27-39,comet-27-53
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.06
1                       1.12
2                       1.13
4                       1.12
8                       1.13
16                      1.15
32                      1.17
64                      1.20
128                     1.29
256                     1.81
512                     1.88
1024                    2.22
2048                    2.78
4096                    3.15
8192                    4.54
16384                   6.96
32768                  10.14
65536                  15.57
131072                 25.97
262144                 46.68
524288                 88.06
1048576               171.74
2097152               338.67
4194304               669.04
comet-27-39,comet-27-54
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.10
1                       1.16
2                       1.14
4                       1.14
8                       1.15
16                      1.17
32                      1.18
64                      1.22
128                     1.31
256                     1.84
512                     1.95
1024                    2.29
2048                    2.78
4096                    3.20
8192                    4.54
16384                   6.85
32768                  10.11
65536                  15.58
131072                 25.94
262144                 46.66
524288                 88.10
1048576               171.83
2097152               338.46
4194304               671.05
comet-27-40,comet-27-37
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.07
1                       1.12
2                       1.13
4                       1.12
8                       1.12
16                      1.16
32                      1.15
64                      1.20
128                     1.28
256                     1.82
512                     1.94
1024                    2.26
2048                    2.75
4096                    3.18
8192                    4.56
16384                   6.85
32768                  10.19
65536                  15.65
131072                 26.10
262144                 46.65
524288                 88.01
1048576               171.20
2097152               337.51
4194304               669.31
comet-27-40,comet-27-38
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.07
1                       1.16
2                       1.14
4                       1.14
8                       1.14
16                      1.15
32                      1.17
64                      1.21
128                     1.30
256                     1.82
512                     1.94
1024                    2.28
2048                    2.80
4096                    3.20
8192                    4.55
16384                   6.74
32768                  10.22
65536                  15.66
131072                 26.04
262144                 46.74
524288                 88.15
1048576               171.44
2097152               338.36
4194304               669.03
comet-27-40,comet-27-39
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.05
1                       1.11
2                       1.11
4                       1.10
8                       1.12
16                      1.14
32                      1.14
64                      1.17
128                     1.26
256                     1.77
512                     1.89
1024                    2.25
2048                    2.74
4096                    3.18
8192                    4.56
16384                   6.85
32768                  10.01
65536                  15.41
131072                 25.81
262144                 46.47
524288                 87.88
1048576               171.06
2097152               337.92
4194304               669.00
comet-27-40,comet-27-41
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.06
1                       1.13
2                       1.15
4                       1.15
8                       1.15
16                      1.16
32                      1.18
64                      1.21
128                     1.31
256                     1.84
512                     1.96
1024                    2.30
2048                    2.79
4096                    3.22
8192                    4.57
16384                   6.87
32768                  10.16
65536                  15.55
131072                 25.96
262144                 46.67
524288                 88.70
1048576               171.66
2097152               339.08
4194304               670.02
comet-27-40,comet-27-42
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.05
1                       1.10
2                       1.11
4                       1.11
8                       1.11
16                      1.12
32                      1.15
64                      1.19
128                     1.27
256                     1.79
512                     1.89
1024                    2.26
2048                    2.76
4096                    3.18
8192                    4.55
16384                   6.85
32768                  10.13
65536                  15.60
131072                 26.02
262144                 46.67
524288                 88.03
1048576               171.69
2097152               338.27
4194304               669.39
comet-27-40,comet-27-43
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.04
1                       1.13
2                       1.14
4                       1.15
8                       1.14
16                      1.16
32                      1.17
64                      1.21
128                     1.30
256                     1.82
512                     1.95
1024                    2.26
2048                    2.76
4096                    3.19
8192                    4.58
16384                   6.87
32768                  10.22
65536                  15.68
131072                 26.07
262144                 46.79
524288                 88.16
1048576               171.34
2097152               338.86
4194304               669.09
comet-27-40,comet-27-44
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.08
1                       1.14
2                       1.13
4                       1.13
8                       1.12
16                      1.14
32                      1.15
64                      1.19
128                     1.28
256                     1.81
512                     1.87
1024                    2.24
2048                    2.75
4096                    3.20
8192                    4.66
16384                   6.90
32768                  10.14
65536                  15.64
131072                 26.01
262144                 46.71
524288                 88.14
