#,comet-4-19,comet-4-20,comet-4-21,comet-4-22,comet-4-23,comet-4-24,comet-4-25,comet-4-26,comet-4-27,comet-4-28,comet-4-29,comet-4-30,comet-4-31,comet-4-32,comet-4-33,comet-4-34,comet-4-35,comet-4-36
comet-4-19,0.0,1.1100000000000001,1.1100000000000001,1.1499999999999999,1.1799999999999999,1.1399999999999999,1.1599999999999999,1.1200000000000001,1.1599999999999999,1.1599999999999999,1.1799999999999999,1.1499999999999999,1.1799999999999999,1.1599999999999999,1.1299999999999999,1.1499999999999999,1.1200000000000001,1.1100000000000001
comet-4-20,1.1100000000000001,0.0,1.1100000000000001,1.1399999999999999,1.1100000000000001,1.1399999999999999,1.1599999999999999,1.1000000000000001,1.1000000000000001,1.1000000000000001,1.1799999999999999,1.1200000000000001,1.1000000000000001,1.1000000000000001,1.1299999999999999,1.1399999999999999,1.1799999999999999,1.1100000000000001
comet-4-21,1.1100000000000001,1.1100000000000001,0.0,1.1299999999999999,1.1299999999999999,1.1000000000000001,1.1299999999999999,1.1000000000000001,1.1100000000000001,1.1200000000000001,1.1200000000000001,1.1200000000000001,1.21,1.1299999999999999,1.1100000000000001,1.1100000000000001,1.1100000000000001,1.1399999999999999
comet-4-22,1.1499999999999999,1.1399999999999999,1.1299999999999999,0.0,1.1299999999999999,1.1399999999999999,1.1200000000000001,1.1299999999999999,1.1899999999999999,1.1299999999999999,1.1100000000000001,1.1399999999999999,1.1200000000000001,1.1100000000000001,1.1799999999999999,1.1100000000000001,1.1200000000000001,1.1499999999999999
comet-4-23,1.1799999999999999,1.1100000000000001,1.1299999999999999,1.1299999999999999,0.0,1.1100000000000001,1.1100000000000001,1.1100000000000001,1.1200000000000001,1.1299999999999999,1.1499999999999999,1.1399999999999999,1.1200000000000001,1.1100000000000001,1.1200000000000001,1.1299999999999999,1.1100000000000001,1.1200000000000001
comet-4-24,1.1399999999999999,1.1399999999999999,1.1000000000000001,1.1399999999999999,1.1100000000000001,0.0,1.1399999999999999,1.1599999999999999,1.1000000000000001,1.1000000000000001,1.1100000000000001,1.1100000000000001,1.1000000000000001,1.1100000000000001,1.1200000000000001,1.1299999999999999,1.1299999999999999,1.0900000000000001
comet-4-25,1.1599999999999999,1.1599999999999999,1.1299999999999999,1.1200000000000001,1.1100000000000001,1.1399999999999999,0.0,1.1399999999999999,1.1200000000000001,1.1100000000000001,1.1499999999999999,1.1000000000000001,1.1000000000000001,1.1200000000000001,1.1100000000000001,1.1299999999999999,1.1100000000000001,1.1299999999999999
comet-4-26,1.1200000000000001,1.1000000000000001,1.1000000000000001,1.1299999999999999,1.1100000000000001,1.1599999999999999,1.1399999999999999,0.0,1.1200000000000001,1.1000000000000001,1.1200000000000001,1.1100000000000001,1.1100000000000001,1.1299999999999999,1.1200000000000001,1.1000000000000001,1.1200000000000001,1.1000000000000001
comet-4-27,1.1599999999999999,1.1000000000000001,1.1100000000000001,1.1899999999999999,1.1200000000000001,1.1000000000000001,1.1200000000000001,1.1200000000000001,0.0,1.1599999999999999,1.1200000000000001,1.1299999999999999,1.22,1.1299999999999999,1.1100000000000001,1.1200000000000001,1.1399999999999999,1.1100000000000001
comet-4-28,1.1599999999999999,1.1000000000000001,1.1200000000000001,1.1299999999999999,1.1299999999999999,1.1000000000000001,1.1100000000000001,1.1000000000000001,1.1599999999999999,0.0,1.1299999999999999,1.1299999999999999,1.1200000000000001,1.1100000000000001,1.1000000000000001,1.1399999999999999,1.1100000000000001,1.1200000000000001
comet-4-29,1.1799999999999999,1.1799999999999999,1.1200000000000001,1.1100000000000001,1.1499999999999999,1.1100000000000001,1.1499999999999999,1.1200000000000001,1.1200000000000001,1.1299999999999999,0.0,1.1000000000000001,1.2,1.1200000000000001,1.1200000000000001,1.1200000000000001,1.1200000000000001,1.1200000000000001
comet-4-30,1.1499999999999999,1.1200000000000001,1.1200000000000001,1.1399999999999999,1.1399999999999999,1.1100000000000001,1.1000000000000001,1.1100000000000001,1.1299999999999999,1.1299999999999999,1.1000000000000001,0.0,1.1399999999999999,1.1200000000000001,1.1000000000000001,1.1100000000000001,1.1000000000000001,1.1299999999999999
comet-4-31,1.1799999999999999,1.1000000000000001,1.21,1.1200000000000001,1.1200000000000001,1.1000000000000001,1.1000000000000001,1.1100000000000001,1.22,1.1200000000000001,1.2,1.1399999999999999,0.0,1.1100000000000001,1.1000000000000001,1.1200000000000001,1.1299999999999999,1.1599999999999999
comet-4-32,1.1599999999999999,1.1000000000000001,1.1299999999999999,1.1100000000000001,1.1100000000000001,1.1100000000000001,1.1200000000000001,1.1299999999999999,1.1299999999999999,1.1100000000000001,1.1200000000000001,1.1200000000000001,1.1100000000000001,0.0,1.1200000000000001,1.1299999999999999,1.1299999999999999,1.1000000000000001
comet-4-33,1.1299999999999999,1.1299999999999999,1.1100000000000001,1.1799999999999999,1.1200000000000001,1.1200000000000001,1.1100000000000001,1.1200000000000001,1.1100000000000001,1.1000000000000001,1.1200000000000001,1.1000000000000001,1.1000000000000001,1.1200000000000001,0.0,1.1100000000000001,1.1399999999999999,1.1399999999999999
comet-4-34,1.1499999999999999,1.1399999999999999,1.1100000000000001,1.1100000000000001,1.1299999999999999,1.1299999999999999,1.1299999999999999,1.1000000000000001,1.1200000000000001,1.1399999999999999,1.1200000000000001,1.1100000000000001,1.1200000000000001,1.1299999999999999,1.1100000000000001,0.0,1.1299999999999999,1.1000000000000001
comet-4-35,1.1200000000000001,1.1799999999999999,1.1100000000000001,1.1200000000000001,1.1100000000000001,1.1299999999999999,1.1100000000000001,1.1200000000000001,1.1399999999999999,1.1100000000000001,1.1200000000000001,1.1000000000000001,1.1299999999999999,1.1299999999999999,1.1399999999999999,1.1299999999999999,0.0,1.1100000000000001
comet-4-36,1.1100000000000001,1.1100000000000001,1.1399999999999999,1.1499999999999999,1.1200000000000001,1.0900000000000001,1.1299999999999999,1.1000000000000001,1.1100000000000001,1.1200000000000001,1.1200000000000001,1.1299999999999999,1.1599999999999999,1.1000000000000001,1.1399999999999999,1.1000000000000001,1.1100000000000001,0.0
