comet-11-19,comet-11-20
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
2048                    2.77
4096                    3.19
8192                    4.61
16384                   6.91
32768                  10.12
65536                  15.64
131072                 26.00
262144                 46.69
524288                 88.14
1048576               173.07
2097152               338.67
4194304               670.05
comet-11-23,comet-11-25
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.06
1                       1.12
2                       1.11
4                       1.11
8                       1.11
16                      1.13
32                      1.15
64                      1.19
128                     1.29
256                     1.77
512                     1.88
1024                    2.25
2048                    2.75
4096                    3.17
8192                    4.59
16384                   6.80
32768                  10.16
65536                  15.54
131072                 25.92
262144                 46.62
524288                 88.00
1048576               171.52
2097152               337.74
4194304               669.55
comet-11-23,comet-11-26
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.12
1                       1.17
2                       1.17
4                       1.17
8                       1.17
16                      1.19
32                      1.21
64                      1.24
128                     1.33
256                     1.86
512                     1.97
1024                    2.29
2048                    2.80
4096                    3.21
8192                    4.55
16384                   6.91
32768                  10.20
65536                  15.64
131072                 26.03
262144                 46.70
524288                 88.16
1048576               172.28
2097152               338.10
4194304               670.25
comet-11-23,comet-11-27
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.05
1                       1.13
2                       1.12
4                       1.13
8                       1.12
16                      1.13
32                      1.15
64                      1.21
128                     1.27
256                     1.78
512                     1.89
1024                    2.25
2048                    2.74
4096                    3.17
8192                    4.54
16384                   6.90
32768                  10.02
65536                  15.52
131072                 25.95
262144                 46.61
524288                 88.07
1048576               171.69
2097152               339.34
4194304               669.62
comet-11-23,comet-11-28
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.03
1                       1.10
2                       1.10
4                       1.11
8                       1.11
16                      1.11
32                      1.13
64                      1.16
128                     1.25
256                     1.76
512                     1.87
1024                    2.23
2048                    2.72
4096                    3.15
8192                    4.51
16384                   6.92
32768                  10.09
65536                  15.54
131072                 25.86
262144                 46.80
524288                 88.18
1048576               171.60
2097152               339.42
4194304               669.98
comet-11-23,comet-11-29
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.06
1                       1.13
2                       1.13
4                       1.12
8                       1.12
16                      1.15
32                      1.16
64                      1.21
128                     1.28
256                     1.79
512                     1.91
1024                    2.26
2048                    2.75
4096                    3.17
8192                    4.55
16384                   6.84
32768                  10.06
65536                  15.50
131072                 25.93
262144                 46.60
524288                 88.03
1048576               171.85
2097152               338.56
4194304               670.57
comet-11-23,comet-11-30
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.04
1                       1.10
2                       1.12
4                       1.12
8                       1.12
16                      1.14
32                      1.16
64                      1.19
128                     1.28
256                     1.77
512                     1.89
1024                    2.26
2048                    2.74
4096                    3.17
8192                    4.55
16384                   6.87
32768                  10.01
65536                  15.49
131072                 25.82
262144                 46.67
524288                 87.99
1048576               171.90
2097152               339.25
4194304               669.95
comet-11-23,comet-11-31
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.15
1                       1.21
2                       1.21
4                       1.20
8                       1.20
16                      1.22
32                      1.22
64                      1.27
128                     1.34
256                     1.87
512                     1.99
1024                    2.29
2048                    2.79
4096                    3.22
8192                    4.55
16384                   6.97
32768                  10.23
65536                  15.70
131072                 26.04
262144                 46.80
524288                 88.31
1048576               171.77
2097152               338.36
4194304               669.21
comet-11-23,comet-11-32
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.05
1                       1.13
2                       1.12
4                       1.12
8                       1.13
16                      1.15
32                      1.16
64                      1.20
128                     1.29
256                     1.80
512                     1.91
1024                    2.25
2048                    2.76
4096                    3.17
8192                    4.53
16384                   6.85
32768                  10.11
65536                  15.54
131072                 25.94
262144                 46.65
524288                 88.03
1048576               171.43
2097152               338.31
4194304               670.67
comet-11-23,comet-11-33
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.05
1                       1.11
2                       1.11
4                       1.11
8                       1.11
16                      1.13
32                      1.14
64                      1.20
128                     1.27
256                     1.77
512                     1.90
1024                    2.25
2048                    2.74
4096                    3.12
8192                    4.55
16384                   6.90
32768                  10.11
65536                  15.55
131072                 25.89
262144                 46.65
524288                 88.10
1048576               172.01
2097152               339.12
4194304               670.04
comet-11-23,comet-11-34
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.10
1                       1.15
2                       1.15
4                       1.16
8                       1.18
16                      1.19
32                      1.22
64                      1.25
128                     1.33
256                     1.83
512                     1.94
1024                    2.26
2048                    2.77
4096                    3.19
8192                    4.55
16384                   6.74
32768                  10.18
65536                  15.65
131072                 26.10
262144                 46.77
524288                 88.08
1048576               171.71
2097152               339.06
4194304               669.94
comet-11-23,comet-11-35
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.09
1                       1.14
2                       1.15
4                       1.13
8                       1.13
16                      1.15
32                      1.17
64                      1.23
128                     1.31
256                     1.85
512                     1.95
1024                    2.28
2048                    2.79
4096                    3.21
8192                    4.54
16384                   6.88
32768                  10.21
65536                  15.59
131072                 25.99
262144                 46.63
524288                 88.02
1048576               171.78
2097152               338.57
4194304               669.94
comet-11-23,comet-11-36
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.04
1                       1.12
2                       1.12
4                       1.12
8                       1.13
16                      1.13
32                      1.16
64                      1.21
128                     1.31
256                     1.79
512                     1.90
1024                    2.26
2048                    2.73
4096                    3.17
8192                    4.54
16384                   6.77
32768                  10.04
65536                  15.52
131072                 25.84
262144                 46.58
524288                 87.99
1048576               171.90
2097152               338.84
4194304               669.38
comet-11-24,comet-11-19
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.08
1                       1.14
2                       1.17
4                       1.18
8                       1.16
16                      1.18
32                      1.19
64                      1.23
128                     1.33
256                     1.85
512                     1.94
1024                    2.27
2048                    2.77
4096                    3.20
8192                    4.55
16384                   6.93
32768                  10.28
65536                  15.73
131072                 26.12
262144                 46.88
524288                 88.22
1048576               171.84
2097152               338.82
4194304               670.11
comet-11-24,comet-11-20
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.13
1                       1.18
2                       1.18
4                       1.19
8                       1.19
16                      1.21
32                      1.23
64                      1.25
128                     1.35
256                     1.86
512                     1.97
1024                    2.22
2048                    2.66
4096                    3.16
8192                    4.55
16384                   6.95
32768                  10.14
65536                  15.57
131072                 25.96
262144                 46.70
524288                 88.14
1048576               171.86
2097152               339.07
4194304               670.76
comet-11-24,comet-11-21
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.08
1                       1.13
2                       1.13
4                       1.12
8                       1.12
16                      1.13
32                      1.15
64                      1.19
128                     1.27
256                     1.80
512                     1.91
1024                    2.25
2048                    2.76
4096                    3.19
8192                    4.57
16384                   6.89
32768                  10.14
65536                  15.60
131072                 26.05
262144                 46.78
524288                 88.21
1048576               171.68
2097152               338.92
4194304               669.38
comet-11-24,comet-11-22
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.04
1                       1.10
2                       1.10
4                       1.10
8                       1.11
16                      1.12
32                      1.13
64                      1.17
128                     1.26
256                     1.78
512                     1.88
1024                    2.25
2048                    2.73
4096                    3.16
8192                    4.54
16384                   6.76
32768                  10.15
65536                  15.62
131072                 26.02
262144                 46.71
524288                 88.09
1048576               171.41
2097152               338.04
4194304               670.01
comet-11-24,comet-11-23
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.04
1                       1.11
2                       1.10
4                       1.12
8                       1.10
16                      1.11
32                      1.13
64                      1.17
128                     1.26
256                     1.79
512                     1.91
1024                    2.25
2048                    2.74
4096                    3.16
8192                    4.58
16384                   6.78
32768                  10.11
65536                  15.57
131072                 26.01
262144                 46.71
524288                 88.17
1048576               171.90
2097152               339.29
4194304               669.63
comet-11-24,comet-11-25
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.03
1                       1.10
2                       1.11
4                       1.11
8                       1.11
16                      1.13
32                      1.15
64                      1.19
128                     1.27
256                     1.77
512                     1.90
1024                    2.26
2048                    2.75
4096                    3.17
8192                    4.56
16384                   6.77
32768                  10.01
65536                  15.47
131072                 25.78
262144                 46.55
524288                 87.95
1048576               171.80
2097152               338.46
4194304               669.56
comet-11-24,comet-11-26
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.09
1                       1.14
2                       1.13
4                       1.12
8                       1.12
16                      1.15
32                      1.15
64                      1.19
128                     1.29
256                     1.81
512                     1.92
1024                    2.26
2048                    2.76
4096                    3.18
8192                    4.51
16384                   6.92
32768                  10.19
65536                  15.56
131072                 25.96
262144                 46.72
524288                 88.14
1048576               172.03
2097152               338.41
4194304               670.55
comet-11-24,comet-11-27
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.03
1                       1.10
2                       1.11
4                       1.11
8                       1.11
16                      1.13
32                      1.15
64                      1.19
128                     1.27
256                     1.80
512                     1.90
1024                    2.17
2048                    2.69
4096                    3.15
8192                    4.56
16384                   6.79
32768                  10.06
65536                  15.53
131072                 25.88
262144                 46.72
524288                 88.17
1048576               171.83
2097152               339.57
4194304               670.04
comet-11-24,comet-11-28
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.04
1                       1.10
2                       1.11
4                       1.10
8                       1.11
16                      1.12
32                      1.14
64                      1.16
128                     1.27
256                     1.80
512                     1.85
1024                    2.21
2048                    2.73
4096                    3.19
8192                    4.63
16384                   6.90
32768                  10.25
65536                  15.70
131072                 26.08
262144                 46.78
524288                 88.20
1048576               172.03
2097152               338.84
4194304               670.42
comet-11-24,comet-11-29
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.09
1                       1.16
2                       1.16
4                       1.16
8                       1.15
16                      1.17
32                      1.19
64                      1.23
128                     1.32
256                     1.82
512                     1.94
1024                    2.25
2048                    2.76
4096                    3.18
8192                    4.59
16384                   6.88
32768                  10.22
65536                  15.65
131072                 26.04
262144                 46.77
524288                 88.38
1048576               171.58
2097152               339.73
4194304               671.34
comet-11-24,comet-11-30
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.05
1                       1.14
2                       1.12
4                       1.12
8                       1.11
16                      1.12
32                      1.13
64                      1.17
128                     1.26
256                     1.76
512                     1.88
1024                    2.24
2048                    2.74
4096                    3.17
8192                    4.55
16384                   6.87
32768                  10.06
65536                  15.49
131072                 25.81
262144                 46.58
524288                 88.03
1048576               171.88
2097152               338.70
4194304               669.94
comet-11-24,comet-11-31
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.08
1                       1.16
2                       1.13
4                       1.13
8                       1.13
16                      1.14
32                      1.15
64                      1.19
128                     1.28
256                     1.77
512                     1.89
1024                    2.26
2048                    2.74
4096                    3.17
8192                    4.55
16384                   6.97
32768                  10.04
65536                  15.50
131072                 25.91
262144                 46.55
524288                 88.07
1048576               171.46
2097152               338.98
4194304               669.89
comet-11-24,comet-11-32
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.03
1                       1.12
2                       1.10
4                       1.12
8                       1.12
16                      1.13
32                      1.14
64                      1.18
128                     1.27
256                     1.78
512                     1.89
1024                    2.25
2048                    2.73
4096                    3.16
8192                    4.56
16384                   6.85
32768                  10.10
65536                  15.56
131072                 25.91
262144                 46.63
524288                 88.06
1048576               171.80
2097152               338.44
4194304               669.38
comet-11-24,comet-11-33
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.07
1                       1.11
2                       1.11
4                       1.11
8                       1.10
16                      1.11
32                      1.12
64                      1.16
128                     1.25
256                     1.77
512                     1.88
1024                    2.24
2048                    2.72
4096                    3.15
8192                    4.54
16384                   6.87
32768                  10.00
65536                  15.45
131072                 25.82
262144                 46.60
524288                 88.14
1048576               171.23
2097152               338.78
4194304               671.16
comet-11-24,comet-11-34
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.07
1                       1.12
2                       1.12
4                       1.11
8                       1.12
16                      1.14
32                      1.15
64                      1.19
128                     1.27
256                     1.79
512                     1.89
1024                    2.25
2048                    2.75
4096                    3.17
8192                    4.56
16384                   6.86
32768                  10.26
65536                  15.69
131072                 26.12
262144                 47.19
524288                 88.26
1048576               172.09
2097152               339.36
4194304               670.21
comet-11-24,comet-11-35
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.06
1                       1.13
2                       1.13
4                       1.13
8                       1.14
16                      1.16
32                      1.17
64                      1.22
128                     1.30
256                     1.80
512                     1.92
1024                    2.28
2048                    2.76
4096                    3.17
8192                    4.55
16384                   6.96
32768                  10.06
65536                  15.49
131072                 25.91
262144                 46.63
524288                 88.04
1048576               171.45
2097152               338.79
4194304               668.69
comet-11-24,comet-11-36
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.03
1                       1.10
2                       1.11
4                       1.11
8                       1.11
16                      1.13
32                      1.16
64                      1.19
128                     1.28
256                     1.79
512                     1.90
1024                    2.26
2048                    2.76
4096                    3.18
8192                    4.55
16384                   6.74
32768                  10.08
65536                  15.52
131072                 25.94
262144                 47.60
524288                 88.03
1048576               172.00
2097152               338.72
4194304               670.00
comet-11-25,comet-11-19
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.05
1                       1.15
2                       1.15
4                       1.15
8                       1.15
16                      1.17
32                      1.19
64                      1.23
128                     1.31
256                     1.83
512                     1.95
1024                    2.28
2048                    2.79
4096                    3.20
8192                    4.55
16384                   6.80
32768                  10.23
65536                  15.65
131072                 26.04
262144                 46.72
524288                 88.11
1048576               171.68
2097152               338.54
4194304               669.00
comet-11-25,comet-11-20
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.05
1                       1.12
2                       1.12
4                       1.12
8                       1.12
16                      1.13
32                      1.14
64                      1.17
128                     1.26
256                     1.77
512                     1.90
1024                    2.25
2048                    2.74
4096                    3.16
8192                    4.53
16384                   6.94
32768                  10.08
65536                  15.47
131072                 25.84
262144                 46.65
524288                 87.91
1048576               171.75
2097152               339.08
4194304               669.59
comet-11-25,comet-11-21
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.06
1                       1.12
2                       1.12
4                       1.12
8                       1.13
16                      1.14
32                      1.16
64                      1.20
128                     1.29
256                     1.82
512                     1.93
1024                    2.27
2048                    2.77
4096                    3.20
8192                    4.56
16384                   6.77
32768                  10.16
65536                  15.60
131072                 25.97
262144                 46.66
524288                 88.16
1048576               171.64
2097152               338.18
4194304               670.85
comet-11-25,comet-11-22
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.05
1                       1.12
2                       1.13
4                       1.14
8                       1.12
16                      1.14
32                      1.16
64                      1.20
128                     1.29
256                     1.78
512                     1.90
1024                    2.27
2048                    2.76
4096                    3.18
8192                    4.57
16384                   6.87
32768                  10.11
65536                  15.54
131072                 25.89
262144                 46.55
524288                 87.91
1048576               171.60
2097152               338.72
4194304               668.78
comet-11-25,comet-11-23
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.07
1                       1.12
2                       1.12
4                       1.13
8                       1.12
16                      1.14
32                      1.15
64                      1.18
128                     1.28
256                     1.81
512                     1.92
1024                    2.27
2048                    2.77
4096                    3.18
8192                    4.55
16384                   6.98
32768                  10.34
65536                  15.77
131072                 26.07
262144                 47.26
524288                 89.34
1048576               171.90
2097152               339.00
4194304               669.19
comet-11-25,comet-11-24
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.05
1                       1.11
2                       1.10
4                       1.11
8                       1.11
16                      1.12
32                      1.14
64                      1.17
128                     1.26
256                     1.76
512                     1.87
1024                    2.23
2048                    2.67
4096                    3.13
8192                    4.54
16384                   6.78
32768                  10.07
65536                  15.69
131072                 25.94
262144                 46.62
524288                 88.12
1048576               172.15
2097152               339.03
4194304               670.68
comet-11-25,comet-11-26
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.06
1                       1.12
2                       1.12
4                       1.12
8                       1.12
16                      1.14
32                      1.15
64                      1.20
128                     1.27
256                     1.77
512                     1.89
1024                    2.24
2048                    2.75
4096                    3.16
8192                    4.58
16384                   6.97
32768                  10.14
65536                  15.55
131072                 25.94
262144                 46.58
524288                 88.01
1048576               171.91
2097152               338.30
4194304               669.81
comet-11-25,comet-11-27
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.05
1                       1.11
2                       1.10
4                       1.10
8                       1.11
16                      1.11
32                      1.13
64                      1.18
128                     1.25
256                     1.76
512                     1.87
1024                    2.23
2048                    2.73
4096                    3.15
8192                    4.58
16384                   6.84
32768                  10.07
65536                  15.52
131072                 25.94
262144                 46.72
524288                 88.01
1048576               171.79
2097152               339.06
4194304               669.36
comet-11-25,comet-11-28
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.05
1                       1.11
2                       1.12
4                       1.13
8                       1.12
16                      1.16
32                      1.17
64                      1.19
128                     1.28
256                     1.82
512                     1.93
1024                    2.28
2048                    2.77
4096                    3.20
8192                    4.56
16384                   6.87
32768                  10.11
65536                  15.56
131072                 25.99
262144                 46.65
524288                 88.07
1048576               172.23
2097152               338.43
4194304               670.45
comet-11-25,comet-11-29
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.06
1                       1.12
2                       1.12
4                       1.11
8                       1.10
16                      1.13
32                      1.15
64                      1.19
128                     1.26
256                     1.79
512                     1.89
1024                    2.24
2048                    2.73
4096                    3.17
8192                    4.54
16384                   6.78
32768                  10.14
65536                  15.62
131072                 25.97
262144                 46.78
524288                 88.16
1048576               172.19
2097152               339.21
4194304               669.64
comet-11-25,comet-11-30
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.04
1                       1.12
2                       1.10
4                       1.10
8                       1.10
16                      1.12
32                      1.15
64                      1.19
128                     1.26
256                     1.77
512                     1.88
1024                    2.24
2048                    2.73
4096                    3.16
8192                    4.52
16384                   6.77
32768                  10.12
65536                  15.67
131072                 25.90
262144                 46.63
524288                 88.03
1048576               172.11
2097152               338.21
4194304               669.63
comet-11-25,comet-11-31
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.04
1                       1.10
2                       1.10
4                       1.10
8                       1.10
16                      1.12
32                      1.14
64                      1.17
128                     1.25
256                     1.75
512                     1.88
1024                    2.23
2048                    2.74
4096                    3.16
8192                    4.54
16384                   6.79
32768                  10.06
65536                  15.49
131072                 25.85
262144                 46.59
524288                 88.01
1048576               171.48
2097152               338.44
4194304               669.46
comet-11-25,comet-11-32
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.05
1                       1.12
2                       1.12
4                       1.12
8                       1.12
16                      1.13
32                      1.14
64                      1.17
128                     1.26
256                     1.81
512                     1.91
1024                    2.26
2048                    2.76
4096                    3.19
8192                    4.54
16384                   6.87
32768                  10.16
65536                  15.90
131072                 25.99
262144                 46.57
524288                 87.99
1048576               171.64
2097152               338.32
4194304               670.23
comet-11-25,comet-11-33
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.11
1                       1.17
2                       1.16
4                       1.15
8                       1.16
16                      1.18
32                      1.21
64                      1.25
128                     1.32
256                     1.83
512                     1.94
1024                    2.28
2048                    2.78
4096                    3.20
8192                    4.55
16384                   6.78
32768                  10.20
65536                  15.73
131072                 25.97
262144                 46.73
524288                 88.19
1048576               171.79
2097152               338.70
4194304               671.05
comet-11-25,comet-11-34
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.04
1                       1.13
2                       1.12
4                       1.12
8                       1.12
16                      1.14
32                      1.15
64                      1.17
128                     1.25
256                     1.76
512                     1.88
1024                    2.25
2048                    2.74
4096                    3.16
8192                    4.56
16384                   6.92
32768                  10.04
65536                  15.49
131072                 25.86
262144                 46.55
524288                 88.77
1048576               172.71
2097152               339.19
4194304               669.89
comet-11-25,comet-11-35
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.08
1                       1.16
2                       1.14
4                       1.13
8                       1.13
16                      1.17
32                      1.18
64                      1.22
128                     1.30
256                     1.83
512                     1.95
1024                    2.28
2048                    2.79
4096                    3.20
8192                    4.55
16384                   6.96
32768                  10.24
65536                  15.76
131072                 26.10
262144                 46.87
524288                 88.20
1048576               171.61
2097152               339.08
4194304               669.45
comet-11-25,comet-11-36
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.12
1                       1.17
2                       1.13
4                       1.13
8                       1.14
16                      1.18
32                      1.18
64                      1.23
128                     1.34
256                     1.84
512                     1.94
1024                    2.28
2048                    2.78
4096                    3.20
8192                    4.57
16384                   6.87
32768                  10.30
65536                  15.70
131072                 26.08
262144                 46.84
524288                 88.19
1048576               171.77
2097152               338.87
4194304               670.17
comet-11-26,comet-11-19
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.06
1                       1.13
2                       1.14
4                       1.14
8                       1.14
16                      1.15
32                      1.17
64                      1.21
128                     1.30
256                     1.83
512                     1.95
1024                    2.28
2048                    2.76
4096                    3.20
8192                    4.51
16384                   6.84
32768                  10.21
65536                  15.67
131072                 26.06
262144                 46.71
524288                 88.15
1048576               171.69
2097152               338.75
4194304               669.40
comet-11-26,comet-11-20
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.05
1                       1.12
2                       1.11
4                       1.11
8                       1.10
16                      1.12
32                      1.13
64                      1.18
128                     1.26
256                     1.82
512                     1.94
1024                    2.26
2048                    2.77
4096                    3.20
8192                    4.53
16384                   6.96
32768                  10.20
65536                  15.68
131072                 26.17
262144                 46.74
524288                 88.59
1048576               171.53
2097152               338.40
4194304               670.56
comet-11-26,comet-11-21
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.12
1                       1.18
2                       1.16
4                       1.18
8                       1.17
16                      1.20
32                      1.21
64                      1.24
128                     1.35
256                     1.88
512                     1.99
1024                    2.31
2048                    2.83
4096                    3.24
8192                    4.59
16384                   6.93
32768                  10.35
65536                  15.76
131072                 26.96
262144                 46.82
524288                 88.28
1048576               172.54
2097152               338.40
4194304               671.03
comet-11-26,comet-11-22
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.07
1                       1.13
2                       1.14
4                       1.13
8                       1.13
16                      1.15
32                      1.16
64                      1.20
128                     1.26
256                     1.78
512                     1.90
1024                    2.26
2048                    2.74
4096                    3.16
8192                    4.57
16384                   6.94
32768                  10.07
65536                  15.49
131072                 25.85
262144                 46.55
524288                 87.98
1048576               171.17
2097152               338.20
4194304               668.98
comet-11-26,comet-11-23
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.04
1                       1.12
2                       1.12
4                       1.12
8                       1.12
16                      1.14
32                      1.16
64                      1.19
128                     1.28
256                     1.78
512                     1.90
1024                    2.25
2048                    2.73
4096                    3.17
8192                    4.53
16384                   6.88
32768                  10.06
65536                  15.48
131072                 25.84
262144                 46.62
524288                 88.12
1048576               171.95
2097152               338.71
4194304               669.51
comet-11-26,comet-11-24
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.06
1                       1.13
2                       1.11
4                       1.10
8                       1.10
16                      1.11
32                      1.14
64                      1.17
128                     1.27
256                     1.76
512                     1.87
1024                    2.26
2048                    2.73
4096                    3.16
8192                    4.55
16384                   6.85
32768                  10.06
65536                  15.48
131072                 25.86
262144                 46.63
524288                 88.08
1048576               171.61
2097152               338.90
4194304               671.24
comet-11-26,comet-11-25
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.13
1                       1.20
2                       1.20
4                       1.23
8                       1.23
16                      1.24
32                      1.24
64                      1.28
128                     1.37
256                     1.95
512                     2.05
1024                    2.35
2048                    2.86
4096                    3.31
8192                    4.61
16384                   6.95
32768                  10.49
65536                  15.86
131072                 26.24
262144                 47.02
524288                 88.84
1048576               172.39
2097152               338.90
4194304               670.11
comet-11-26,comet-11-27
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.07
1                       1.14
2                       1.12
4                       1.14
8                       1.13
16                      1.17
32                      1.17
64                      1.20
128                     1.29
256                     1.83
512                     1.95
1024                    2.26
2048                    2.78
4096                    3.21
8192                    4.55
16384                   6.87
32768                  10.14
65536                  15.62
131072                 25.96
262144                 46.69
524288                 88.17
1048576               171.54
2097152               339.06
4194304               670.44
comet-11-26,comet-11-28
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.03
1                       1.10
2                       1.10
4                       1.10
8                       1.11
16                      1.12
32                      1.14
64                      1.17
128                     1.26
256                     1.77
512                     1.90
1024                    2.26
2048                    2.74
4096                    3.17
8192                    4.58
16384                   6.77
32768                  10.03
65536                  15.66
131072                 25.86
262144                 46.56
524288                 88.03
1048576               171.25
2097152               338.49
4194304               669.48
comet-11-26,comet-11-29
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.03
1                       1.11
2                       1.11
4                       1.11
8                       1.13
16                      1.15
32                      1.16
64                      1.20
128                     1.27
256                     1.77
512                     1.90
1024                    2.25
2048                    2.74
4096                    3.15
8192                    4.57
16384                   6.74
32768                  10.05
65536                  15.49
131072                 25.83
262144                 46.58
524288                 88.00
1048576               171.43
2097152               338.31
4194304               669.38
comet-11-26,comet-11-30
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.06
1                       1.13
2                       1.13
4                       1.14
8                       1.14
16                      1.16
32                      1.18
64                      1.21
128                     1.30
256                     1.82
512                     1.94
1024                    2.29
2048                    2.78
4096                    3.21
8192                    4.56
16384                   6.87
32768                  10.19
65536                  15.67
131072                 26.05
262144                 46.71
524288                 88.13
1048576               172.15
2097152               338.70
4194304               669.63
comet-11-26,comet-11-31
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.03
1                       1.10
2                       1.11
4                       1.11
8                       1.12
16                      1.13
