#,comet-4-55,comet-4-56,comet-4-57,comet-4-58,comet-4-59,comet-4-60,comet-4-61,comet-4-62,comet-4-63,comet-4-64,comet-4-65,comet-4-66,comet-4-67,comet-4-68,comet-4-69,comet-4-70,comet-4-71,comet-4-72
comet-4-55,0.0,1.1599999999999999,1.1699999999999999,1.1100000000000001,1.1699999999999999,1.1200000000000001,1.1599999999999999,1.1299999999999999,1.1200000000000001,1.1200000000000001,1.1499999999999999,1.1200000000000001,1.22,1.1499999999999999,1.1399999999999999,1.1399999999999999,1.1200000000000001,1.1599999999999999
comet-4-56,1.1599999999999999,0.0,1.1499999999999999,1.1299999999999999,1.1399999999999999,1.1499999999999999,1.1100000000000001,1.1200000000000001,1.1200000000000001,1.1299999999999999,1.1200000000000001,1.1499999999999999,1.1699999999999999,1.1200000000000001,1.1100000000000001,1.1599999999999999,1.1200000000000001,1.1799999999999999
comet-4-57,1.1699999999999999,1.1499999999999999,0.0,1.1100000000000001,1.1299999999999999,1.1200000000000001,1.1499999999999999,1.1100000000000001,1.1200000000000001,1.1100000000000001,1.1799999999999999,1.1100000000000001,1.1399999999999999,1.1100000000000001,1.1299999999999999,1.1200000000000001,1.1100000000000001,1.1299999999999999
comet-4-58,1.1100000000000001,1.1299999999999999,1.1100000000000001,0.0,1.1299999999999999,1.1399999999999999,1.1399999999999999,1.1599999999999999,1.1200000000000001,1.1200000000000001,1.1000000000000001,1.1100000000000001,1.1100000000000001,1.1399999999999999,1.1299999999999999,1.1299999999999999,1.1299999999999999,1.1100000000000001
comet-4-59,1.1699999999999999,1.1399999999999999,1.1299999999999999,1.1299999999999999,0.0,1.1599999999999999,1.1299999999999999,1.2,1.1100000000000001,1.1200000000000001,1.1100000000000001,1.1100000000000001,1.1200000000000001,1.1299999999999999,1.1200000000000001,1.1299999999999999,1.1100000000000001,1.1100000000000001
comet-4-60,1.1200000000000001,1.1499999999999999,1.1200000000000001,1.1399999999999999,1.1599999999999999,0.0,1.1299999999999999,1.1000000000000001,1.1200000000000001,1.1000000000000001,1.1499999999999999,1.1200000000000001,1.1399999999999999,1.23,1.1299999999999999,1.1100000000000001,1.1399999999999999,1.1699999999999999
comet-4-61,1.1599999999999999,1.1100000000000001,1.1499999999999999,1.1399999999999999,1.1299999999999999,1.1299999999999999,0.0,1.1499999999999999,1.1000000000000001,1.1000000000000001,1.1100000000000001,1.1399999999999999,1.1799999999999999,1.1100000000000001,1.1599999999999999,1.1200000000000001,1.1699999999999999,1.1200000000000001
comet-4-62,1.1299999999999999,1.1200000000000001,1.1100000000000001,1.1599999999999999,1.2,1.1000000000000001,1.1499999999999999,0.0,1.1299999999999999,1.24,1.1200000000000001,1.1299999999999999,1.1599999999999999,1.1200000000000001,1.1399999999999999,1.1000000000000001,1.1499999999999999,1.0900000000000001
comet-4-63,1.1200000000000001,1.1200000000000001,1.1200000000000001,1.1200000000000001,1.1100000000000001,1.1200000000000001,1.1000000000000001,1.1299999999999999,0.0,1.1200000000000001,1.1100000000000001,1.1200000000000001,1.1000000000000001,1.1200000000000001,1.1100000000000001,1.1299999999999999,1.1100000000000001,1.1000000000000001
comet-4-64,1.1200000000000001,1.1299999999999999,1.1100000000000001,1.1200000000000001,1.1200000000000001,1.1000000000000001,1.1000000000000001,1.24,1.1200000000000001,0.0,1.1100000000000001,1.1000000000000001,1.1000000000000001,1.1000000000000001,1.1100000000000001,1.0900000000000001,1.1100000000000001,1.1100000000000001
