comet-04-19,comet-04-20
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
64                      1.23
128                     1.32
256                     1.85
512                     1.97
1024                    2.29
2048                    2.81
4096                    3.22
8192                    4.55
16384                   6.90
32768                  10.22
65536                  15.98
131072                 26.20
262144                 46.85
524288                 88.24
1048576               171.77
2097152               338.43
4194304               668.62
comet-04-19,comet-04-26
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.14
1                       1.21
2                       1.19
4                       1.19
8                       1.19
16                      1.21
32                      1.22
64                      1.28
128                     1.38
256                     1.90
512                     2.02
1024                    2.33
2048                    2.85
4096                    3.27
8192                    4.57
16384                   6.78
32768                  10.39
65536                  15.83
131072                 26.24
262144                 46.98
524288                 88.39
1048576               171.61
2097152               339.12
4194304               670.18
comet-04-19,comet-04-27
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.06
1                       1.13
2                       1.14
4                       1.15
8                       1.15
16                      1.16
32                      1.19
64                      1.22
128                     1.30
256                     1.82
512                     1.94
1024                    2.27
2048                    2.78
4096                    3.23
8192                    4.52
16384                   6.96
32768                  10.43
65536                  16.10
131072                 26.30
262144                 46.88
524288                 88.18
1048576               171.80
2097152               338.51
4194304               669.63
comet-04-19,comet-04-28
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.06
1                       1.12
2                       1.14
4                       1.12
8                       1.15
16                      1.16
32                      1.17
64                      1.21
128                     1.30
256                     1.83
512                     1.95
1024                    2.28
2048                    2.78
4096                    3.18
8192                    4.53
16384                   6.70
32768                  10.09
65536                  15.68
131072                 25.93
262144                 46.69
524288                 89.03
1048576               171.43
2097152               338.10
4194304               669.97
comet-04-19,comet-04-29
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.08
1                       1.14
2                       1.15
4                       1.15
8                       1.15
16                      1.17
32                      1.19
64                      1.24
128                     1.30
256                     1.87
512                     1.97
1024                    2.31
2048                    2.81
4096                    3.23
8192                    4.57
16384                   6.96
32768                  10.24
65536                  15.70
131072                 26.11
262144                 46.92
524288                 88.22
1048576               171.52
2097152               339.13
4194304               671.96
comet-04-19,comet-04-30
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.04
1                       1.13
2                       1.15
4                       1.15
8                       1.17
16                      1.18
32                      1.19
64                      1.23
128                     1.33
256                     1.84
512                     1.96
1024                    2.32
2048                    2.80
4096                    3.21
8192                    4.54
16384                   6.88
32768                  10.24
65536                  15.75
131072                 26.14
262144                 46.84
524288                 88.21
1048576               171.84
2097152               338.57
4194304               669.77
comet-04-19,comet-04-31
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.03
1                       1.11
2                       1.13
4                       1.13
8                       1.12
16                      1.15
32                      1.16
64                      1.19
128                     1.28
256                     1.81
512                     1.94
1024                    2.28
2048                    2.77
4096                    3.20
8192                    4.55
16384                   6.78
32768                  10.22
65536                  15.65
131072                 26.17
262144                 47.18
524288                 88.13
1048576               171.66
2097152               338.72
4194304               669.85
comet-04-19,comet-04-32
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.06
1                       1.14
2                       1.14
4                       1.13
8                       1.12
16                      1.15
32                      1.17
64                      1.20
128                     1.28
256                     1.85
512                     1.95
1024                    2.30
2048                    2.80
4096                    3.22
8192                    4.57
16384                   6.92
32768                  10.35
65536                  15.81
131072                 26.16
262144                 46.80
524288                 88.35
1048576               172.04
2097152               339.09
4194304               670.93
comet-04-19,comet-04-33
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.04
1                       1.13
2                       1.13
4                       1.14
8                       1.14
16                      1.16
32                      1.18
64                      1.21
128                     1.30
256                     1.84
512                     1.96
1024                    2.30
2048                    2.79
4096                    3.22
8192                    4.57
16384                   6.98
32768                  10.22
65536                  15.67
131072                 26.06
262144                 46.87
524288                 88.45
1048576               172.33
2097152               338.95
4194304               670.89
comet-04-19,comet-04-34
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.07
1                       1.12
2                       1.16
4                       1.16
8                       1.16
16                      1.20
32                      1.22
64                      1.26
128                     1.34
256                     1.88
512                     1.99
1024                    2.32
2048                    2.82
4096                    3.24
8192                    4.57
16384                   6.95
32768                  10.25
65536                  15.67
131072                 26.32
262144                 46.79
524288                 88.21
1048576               171.36
2097152               338.57
4194304               670.08
comet-04-19,comet-04-35
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.04
1                       1.12
2                       1.14
4                       1.12
8                       1.12
16                      1.15
32                      1.17
64                      1.19
128                     1.28
256                     1.84
512                     1.95
1024                    2.27
2048                    2.77
4096                    3.21
8192                    4.54
16384                   6.92
32768                  10.25
65536                  15.75
131072                 26.08
262144                 46.86
524288                 88.30
1048576               171.52
2097152               338.67
4194304               670.93
comet-04-19,comet-04-36
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.04
1                       1.12
2                       1.13
4                       1.13
8                       1.12
16                      1.16
32                      1.17
64                      1.20
128                     1.29
256                     1.82
512                     1.93
1024                    2.25
2048                    2.71
4096                    3.18
8192                    4.53
16384                   6.77
32768                  10.32
65536                  15.75
131072                 26.16
262144                 47.03
524288                 88.26
1048576               172.14
2097152               340.19
4194304               670.57
comet-04-20,comet-04-19
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.04
1                       1.11
2                       1.12
4                       1.13
8                       1.17
16                      1.16
32                      1.17
64                      1.24
128                     1.33
256                     1.84
512                     1.95
1024                    2.28
2048                    2.78
4096                    3.22
8192                    4.57
16384                   6.86
32768                  10.29
65536                  15.73
131072                 26.06
262144                 46.89
524288                 88.27
1048576               171.93
2097152               337.70
4194304               668.51
comet-04-20,comet-04-21
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.04
1                       1.10
2                       1.11
4                       1.09
8                       1.10
16                      1.11
32                      1.12
64                      1.16
128                     1.25
256                     1.79
512                     1.90
1024                    2.23
2048                    2.73
4096                    3.17
8192                    4.53
16384                   6.94
32768                  10.14
65536                  15.55
131072                 25.94
262144                 46.70
524288                 88.15
1048576               171.72
2097152               337.94
4194304               671.17
comet-04-20,comet-04-22
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.06
1                       1.12
2                       1.11
4                       1.11
8                       1.11
16                      1.13
32                      1.15
64                      1.18
128                     1.27
256                     1.79
512                     1.91
1024                    2.26
2048                    2.76
4096                    3.17
8192                    4.54
16384                   6.84
32768                  10.14
65536                  15.54
131072                 25.91
262144                 46.61
524288                 87.95
1048576               171.74
2097152               338.29
4194304               669.79
comet-04-20,comet-04-23
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.07
1                       1.12
2                       1.11
4                       1.11
8                       1.10
16                      1.11
32                      1.14
64                      1.17
128                     1.25
256                     1.76
512                     1.88
1024                    2.24
2048                    2.73
4096                    3.17
8192                    4.53
16384                   6.75
32768                  10.04
65536                  15.49
131072                 25.90
262144                 46.61
524288                 87.95
1048576               171.81
2097152               338.97
4194304               668.69
comet-04-20,comet-04-24
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.08
1                       1.14
2                       1.15
4                       1.14
8                       1.17
16                      1.15
32                      1.15
64                      1.19
128                     1.28
256                     1.82
512                     1.92
1024                    2.27
2048                    2.76
4096                    3.19
8192                    4.52
16384                   6.88
32768                  10.15
65536                  15.59
131072                 25.95
262144                 46.65
524288                 88.83
1048576               171.76
2097152               337.95
4194304               670.58
comet-04-20,comet-04-25
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.05
1                       1.10
2                       1.11
4                       1.11
8                       1.11
16                      1.13
32                      1.14
64                      1.19
128                     1.27
256                     1.79
512                     1.89
1024                    2.24
2048                    2.74
4096                    3.16
8192                    4.53
16384                   6.95
32768                  10.09
65536                  15.47
131072                 25.89
262144                 46.62
524288                 88.01
1048576               172.02
2097152               338.10
4194304               670.40
comet-04-20,comet-04-26
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.05
1                       1.10
2                       1.12
4                       1.11
8                       1.12
16                      1.15
32                      1.16
64                      1.19
128                     1.28
256                     1.78
512                     1.91
1024                    2.26
2048                    2.75
4096                    3.19
8192                    4.55
16384                   6.91
32768                  10.05
65536                  15.50
131072                 25.86
262144                 46.53
524288                 87.95
1048576               172.24
2097152               338.33
4194304               669.96
comet-04-20,comet-04-27
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.05
1                       1.13
2                       1.13
4                       1.12
8                       1.12
16                      1.11
32                      1.14
64                      1.18
128                     1.27
256                     1.76
512                     1.89
1024                    2.24
2048                    2.74
4096                    3.15
8192                    4.55
16384                   6.84
32768                  10.06
65536                  15.49
131072                 25.82
262144                 46.50
524288                 87.91
1048576               171.97
2097152               338.25
4194304               670.16
comet-04-20,comet-04-28
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.07
1                       1.12
2                       1.12
4                       1.11
8                       1.11
16                      1.12
32                      1.13
64                      1.17
128                     1.25
256                     1.80
512                     1.91
1024                    2.25
2048                    2.75
4096                    3.19
8192                    4.52
16384                   6.82
32768                  10.09
65536                  15.52
131072                 25.94
262144                 46.60
524288                 88.04
1048576               171.77
2097152               338.10
4194304               669.28
comet-04-20,comet-04-29
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.03
1                       1.12
2                       1.12
4                       1.12
8                       1.12
16                      1.13
32                      1.15
64                      1.18
128                     1.28
256                     1.82
512                     1.94
1024                    2.30
2048                    2.77
4096                    3.19
8192                    4.53
16384                   6.91
32768                  10.14
65536                  15.60
131072                 25.95
262144                 46.67
524288                 88.11
1048576               171.43
2097152               338.64
4194304               669.88
comet-04-20,comet-04-30
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.03
1                       1.12
2                       1.12
4                       1.12
8                       1.13
16                      1.13
32                      1.17
64                      1.20
128                     1.29
256                     1.79
512                     1.91
1024                    2.27
2048                    2.75
4096                    3.17
8192                    4.58
16384                   6.96
32768                  10.03
65536                  15.47
131072                 25.81
262144                 46.50
524288                 87.92
1048576               171.62
2097152               337.99
4194304               669.59
comet-04-20,comet-04-31
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.05
1                       1.12
2                       1.12
4                       1.13
8                       1.12
16                      1.14
32                      1.16
64                      1.20
128                     1.30
256                     1.80
512                     1.90
1024                    2.25
2048                    2.74
4096                    3.15
8192                    4.55
16384                   6.78
32768                  10.04
65536                  15.46
131072                 25.85
262144                 46.53
524288                 87.94
1048576               171.79
2097152               338.42
4194304               670.29
comet-04-20,comet-04-32
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.09
1                       1.17
2                       1.17
4                       1.17
8                       1.17
16                      1.19
32                      1.20
64                      1.24
128                     1.33
256                     1.84
512                     1.95
1024                    2.30
2048                    2.81
4096                    3.20
8192                    4.52
16384                   6.95
32768                  11.18
65536                  15.62
131072                 25.98
262144                 46.68
524288                 88.16
1048576               171.61
2097152               337.87
4194304               670.32
comet-04-20,comet-04-33
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.07
1                       1.12
2                       1.12
4                       1.11
8                       1.11
16                      1.12
32                      1.13
64                      1.17
128                     1.25
256                     1.80
512                     1.90
1024                    2.25
2048                    2.77
4096                    3.19
8192                    4.55
16384                   7.15
32768                  10.13
65536                  15.60
131072                 25.97
262144                 46.66
524288                 88.06
1048576               171.36
2097152               338.57
4194304               670.44
comet-04-20,comet-04-34
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.05
1                       1.11
2                       1.11
4                       1.11
8                       1.13
16                      1.14
32                      1.15
64                      1.18
128                     1.28
256                     1.79
512                     1.90
1024                    2.25
2048                    2.75
4096                    3.17
8192                    4.53
16384                   6.82
32768                   9.98
65536                  15.45
131072                 25.79
262144                 46.48
524288                 87.93
1048576               171.59
2097152               338.75
4194304               670.24
comet-04-20,comet-04-35
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.08
1                       1.13
2                       1.12
4                       1.12
8                       1.12
16                      1.13
32                      1.15
64                      1.21
128                     1.30
256                     1.79
512                     1.90
1024                    2.26
2048                    2.76
4096                    3.21
8192                    4.55
16384                   6.77
32768                  10.15
65536                  15.60
131072                 25.97
262144                 46.67
524288                 88.15
1048576               171.76
2097152               338.27
4194304               670.63
comet-04-20,comet-04-36
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.03
1                       1.11
2                       1.12
4                       1.11
8                       1.11
16                      1.13
32                      1.15
64                      1.19
128                     1.26
256                     1.76
512                     1.88
1024                    2.24
2048                    2.74
4096                    3.16
8192                    4.56
16384                   6.84
32768                  10.11
65536                  15.46
131072                 25.83
262144                 46.55
524288                 88.12
1048576               172.16
2097152               338.68
4194304               669.23
comet-04-21,comet-04-19
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.04
1                       1.11
2                       1.14
4                       1.14
8                       1.12
16                      1.16
32                      1.17
64                      1.22
128                     1.29
256                     1.82
512                     1.92
1024                    2.26
2048                    2.76
4096                    3.18
8192                    4.58
16384                   6.85
32768                  10.22
65536                  15.69
131072                 26.06
262144                 46.77
524288                 88.19
1048576               171.62
2097152               338.26
4194304               670.24
comet-04-21,comet-04-20
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.05
1                       1.11
2                       1.11
4                       1.11
8                       1.11
16                      1.13
32                      1.15
64                      1.19
128                     1.28
256                     1.78
512                     1.90
1024                    2.25
2048                    2.74
4096                    3.17
8192                    4.57
16384                   6.84
32768                  10.10
65536                  15.55
131072                 25.92
262144                 46.67
524288                 88.03
1048576               171.33
2097152               337.72
4194304               669.70
comet-04-21,comet-04-22
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.03
1                       1.12
2                       1.11
4                       1.13
8                       1.12
16                      1.12
32                      1.15
64                      1.20
128                     1.28
256                     1.78
512                     1.89
1024                    2.24
2048                    2.73
4096                    3.15
8192                    4.54
16384                   6.87
32768                  10.06
65536                  15.48
131072                 25.87
262144                 46.58
524288                 87.96
1048576               171.97
2097152               337.88
4194304               669.04
comet-04-21,comet-04-23
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.05
1                       1.11
2                       1.13
4                       1.14
8                       1.13
16                      1.16
32                      1.18
64                      1.22
128                     1.29
256                     1.79
512                     1.91
1024                    2.28
2048                    2.77
4096                    3.18
8192                    4.55
16384                   6.87
32768                  10.04
65536                  15.49
131072                 25.89
262144                 46.63
524288                 88.01
1048576               171.59
2097152               338.67
4194304               668.48
comet-04-21,comet-04-24
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.06
1                       1.14
2                       1.12
4                       1.12
8                       1.12
16                      1.12
32                      1.15
64                      1.17
128                     1.27
256                     1.81
512                     1.92
1024                    2.26
2048                    2.76
4096                    3.18
8192                    4.54
16384                   6.80
32768                  10.18
65536                  15.63
131072                 25.95
262144                 46.76
524288                 88.11
1048576               172.17
2097152               337.85
4194304               671.01
comet-04-21,comet-04-25
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.07
1                       1.12
2                       1.11
4                       1.11
8                       1.11
16                      1.13
32                      1.14
64                      1.18
128                     1.27
256                     1.82
512                     1.94
1024                    2.28
2048                    2.77
4096                    3.19
8192                    4.53
16384                   6.92
32768                  10.16
65536                  15.59
131072                 25.99
262144                 46.69
524288                 88.09
1048576               172.78
2097152               338.19
4194304               670.21
comet-04-21,comet-04-26
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.03
1                       1.11
2                       1.11
4                       1.11
8                       1.11
16                      1.13
32                      1.17
64                      1.19
128                     1.28
256                     1.79
512                     1.90
1024                    2.24
2048                    2.73
4096                    3.17
8192                    4.53
16384                   6.96
32768                  10.08
65536                  15.54
131072                 25.90
262144                 46.62
524288                 88.05
1048576               171.70
2097152               338.39
4194304               669.24
comet-04-21,comet-04-27
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.04
1                       1.11
2                       1.11
4                       1.12
8                       1.12
16                      1.15
32                      1.16
64                      1.20
128                     1.28
256                     1.78
512                     1.89
1024                    2.25
2048                    2.74
4096                    3.16
8192                    4.55
16384                   6.89
32768                  10.19
65536                  15.63
131072                 26.05
262144                 46.74
524288                 88.14
1048576               172.46
2097152               338.63
4194304               670.10
comet-04-21,comet-04-28
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.03
1                       1.10
2                       1.12
4                       1.12
8                       1.12
16                      1.13
32                      1.16
64                      1.19
128                     1.28
256                     1.79
512                     1.93
1024                    2.26
2048                    2.76
4096                    3.18
8192                    4.56
16384                   6.92
32768                  10.06
65536                  15.47
131072                 25.88
262144                 46.62
524288                 88.05
1048576               171.57
2097152               338.65
4194304               670.41
comet-04-21,comet-04-29
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.10
1                       1.15
2                       1.15
4                       1.15
8                       1.15
16                      1.17
32                      1.19
64                      1.23
128                     1.28
256                     1.83
512                     1.94
1024                    2.27
2048                    2.78
4096                    3.21
8192                    4.54
16384                   6.92
32768                  10.25
65536                  15.65
131072                 26.09
262144                 46.88
524288                 88.20
1048576               171.59
2097152               339.23
4194304               671.17
comet-04-21,comet-04-30
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.06
1                       1.14
2                       1.14
4                       1.17
8                       1.17
16                      1.17
32                      1.19
64                      1.21
128                     1.31
256                     1.85
512                     1.95
1024                    2.29
2048                    2.80
4096                    3.22
8192                    4.59
16384                   6.95
32768                  10.29
65536                  15.72
131072                 26.13
262144                 46.88
524288                 88.23
1048576               171.92
2097152               338.45
4194304               669.83
comet-04-21,comet-04-31
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.10
1                       1.15
2                       1.15
4                       1.14
8                       1.14
16                      1.16
32                      1.17
64                      1.21
128                     1.30
256                     1.84
512                     1.97
1024                    2.29
2048                    2.78
4096                    3.18
8192                    4.54
16384                   6.82
32768                  10.24
65536                  15.65
131072                 26.07
262144                 47.42
524288                 88.11
1048576               171.71
2097152               338.50
4194304               670.24
comet-04-21,comet-04-32
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.04
1                       1.12
2                       1.13
4                       1.12
8                       1.12
16                      1.14
32                      1.15
64                      1.19
128                     1.28
256                     1.79
512                     1.91
1024                    2.26
2048                    2.77
4096                    3.19
8192                    4.55
16384                   6.77
32768                  10.02
65536                  15.44
131072                 25.86
262144                 46.64
524288                 88.09
1048576               172.00
2097152               339.13
4194304               669.24
comet-04-21,comet-04-33
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.03
1                       1.10
2                       1.10
4                       1.10
8                       1.10
16                      1.11
32                      1.13
64                      1.17
128                     1.25
256                     1.77
512                     1.89
1024                    2.24
2048                    2.73
4096                    3.16
8192                    4.52
16384                   6.93
32768                  10.00
65536                  15.45
131072                 25.84
262144                 46.58
524288                 88.06
1048576               171.38
2097152               338.85
4194304               670.44
comet-04-21,comet-04-34
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.04
1                       1.11
2                       1.10
4                       1.10
8                       1.10
16                      1.11
32                      1.13
64                      1.17
128                     1.27
256                     1.77
512                     1.84
1024                    2.19
2048                    2.71
4096                    3.17
8192                    4.51
16384                   6.85
32768                  10.06
65536                  15.53
131072                 25.92
262144                 46.65
524288                 88.08
1048576               171.31
2097152               339.91
4194304               669.28
comet-04-21,comet-04-35
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.03
1                       1.10
2                       1.10
4                       1.12
8                       1.11
16                      1.13
32                      1.14
64                      1.18
128                     1.26
256                     1.77
512                     1.89
1024                    2.24
2048                    2.75
4096                    3.17
8192                    4.56
16384                   6.79
32768                  10.03
65536                  15.47
131072                 25.85
262144                 46.63
524288                 88.08
1048576               171.74
2097152               337.69
4194304               669.50
comet-04-21,comet-04-36
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.04
1                       1.10
2                       1.10
4                       1.10
8                       1.11
16                      1.12
32                      1.14
64                      1.18
128                     1.26
256                     1.80
512                     1.93
1024                    2.25
2048                    2.74
4096                    3.17
8192                    4.59
16384                   6.85
32768                  10.15
65536                  15.54
131072                 25.93
262144                 46.63
524288                 88.01
1048576               170.97
2097152               337.95
4194304               670.13
comet-04-22,comet-04-19
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.09
1                       1.15
2                       1.14
4                       1.12
8                       1.13
16                      1.14
32                      1.15
64                      1.18
128                     1.28
256                     1.81
512                     1.92
1024                    2.25
2048                    2.77
4096                    3.18
8192                    4.55
16384                   6.94
32768                  10.19
65536                  15.63
131072                 26.00
262144                 46.80
524288                 88.06
1048576               171.90
2097152               338.43
4194304               669.68
comet-04-22,comet-04-20
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.05
1                       1.14
2                       1.13
4                       1.13
8                       1.14
16                      1.15
32                      1.17
64                      1.20
128                     1.31
256                     1.80
512                     1.92
1024                    2.27
2048                    2.77
4096                    3.19
8192                    4.57
16384                   6.85
32768                  10.13
65536                  15.59
131072                 25.89
262144                 46.60
524288                 88.02
1048576               171.76
2097152               338.13
4194304               670.33
comet-04-22,comet-04-21
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.04
1                       1.13
2                       1.13
4                       1.13
8                       1.13
16                      1.14
32                      1.16
64                      1.20
128                     1.29
256                     1.79
512                     1.92
1024                    2.26
2048                    2.76
4096                    3.17
8192                    4.52
16384                   6.86
32768                  10.09
65536                  15.53
131072                 25.86
262144                 46.63
524288                 88.05
1048576               171.33
2097152               337.53
4194304               669.57
comet-04-22,comet-04-23
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.04
1                       1.12
2                       1.11
4                       1.12
8                       1.13
16                      1.13
32                      1.13
64                      1.17
128                     1.26
256                     1.80
512                     1.92
1024                    2.26
2048                    2.76
4096                    3.18
8192                    4.56
16384                   6.89
32768                  10.22
65536                  15.65
131072                 26.07
262144                 46.72
524288                 88.07
1048576               171.32
2097152               338.38
4194304               670.11
comet-04-22,comet-04-24
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.06
1                       1.16
2                       1.15
4                       1.15
8                       1.16
16                      1.16
32                      1.16
64                      1.22
128                     1.31
256                     1.81
512                     1.91
1024                    2.26
2048                    2.76
4096                    3.19
8192                    4.58
16384                   6.91
32768                  10.11
65536                  15.50
131072                 25.89
262144                 46.58
524288                 87.97
1048576               171.32
2097152               338.44
4194304               668.80
comet-04-22,comet-04-25
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.07
1                       1.12
2                       1.12
4                       1.12
8                       1.14
16                      1.14
32                      1.17
64                      1.20
128                     1.29
256                     1.84
512                     1.96
1024                    2.29
2048                    2.80
4096                    3.21
8192                    4.55
16384                   6.99
32768                  10.28
65536                  15.73
131072                 26.09
262144                 46.78
524288                 88.09
1048576               171.47
2097152               338.53
4194304               668.68
comet-04-22,comet-04-26
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.04
1                       1.12
2                       1.12
4                       1.12
8                       1.13
16                      1.15
32                      1.20
64                      1.23
128                     1.35
256                     1.83
512                     1.97
1024                    2.31
2048                    2.80
4096                    3.25
8192                    4.64
16384                   6.93
32768                  10.34
65536                  15.81
131072                 26.20
262144                 46.92
524288                 88.20
