comet-12-01,comet-12-02
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
32768                  10.19
65536                  15.65
131072                 26.06
262144                 46.85
524288                 88.20
1048576               171.82
2097152               338.07
4194304               670.34
comet-12-05,comet-12-01
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.07
1                       1.14
2                       1.17
4                       1.16
8                       1.16
16                      1.17
32                      1.19
64                      1.25
128                     1.36
256                     1.91
512                     2.03
1024                    2.26
2048                    2.72
4096                    3.19
8192                    4.57
16384                   6.90
32768                  10.27
65536                  15.72
131072                 26.12
262144                 46.74
524288                 88.06
1048576               171.45
2097152               337.61
4194304               668.29
comet-12-05,comet-12-02
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.03
1                       1.09
2                       1.11
4                       1.11
8                       1.12
16                      1.13
32                      1.16
64                      1.21
128                     1.30
256                     1.84
512                     1.95
1024                    2.31
2048                    2.81
4096                    3.24
8192                    4.63
16384                   7.03
32768                  10.26
65536                  15.73
131072                 26.11
262144                 46.85
524288                 88.27
1048576               171.74
2097152               338.85
4194304               669.16
comet-12-05,comet-12-03
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.12
1                       1.19
2                       1.19
4                       1.18
8                       1.18
16                      1.20
32                      1.22
64                      1.26
128                     1.34
256                     1.83
512                     1.95
1024                    2.28
2048                    2.78
4096                    3.20
8192                    4.56
16384                   6.87
32768                  10.22
65536                  15.70
131072                 26.01
262144                 46.70
524288                 88.09
1048576               171.48
2097152               338.75
4194304               669.18
comet-12-05,comet-12-04
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.06
1                       1.12
2                       1.11
4                       1.11
8                       1.12
16                      1.13
32                      1.15
64                      1.18
128                     1.28
256                     1.79
512                     1.90
1024                    2.25
2048                    2.75
4096                    3.20
8192                    4.51
16384                   6.94
32768                  10.06
65536                  15.51
131072                 25.91
262144                 46.58
524288                 87.95
1048576               171.67
2097152               338.14
4194304               670.07
comet-12-05,comet-12-06
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.03
1                       1.10
2                       1.10
4                       1.11
8                       1.11
16                      1.13
32                      1.15
64                      1.24
128                     1.30
256                     1.74
512                     1.85
1024                    2.18
2048                    2.70
4096                    3.16
8192                    4.58
16384                   7.02
32768                  10.29
65536                  15.83
131072                 26.38
262144                 47.04
524288                 88.90
1048576               171.73
2097152               338.80
4194304               669.29
comet-12-05,comet-12-07
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.12
1                       1.17
2                       1.17
4                       1.16
8                       1.16
16                      1.19
32                      1.21
64                      1.25
128                     1.36
256                     1.79
512                     1.92
1024                    2.24
2048                    2.76
4096                    3.23
8192                    4.61
16384                   7.05
32768                  10.34
65536                  15.80
131072                 26.21
262144                 46.90
524288                 88.27
1048576               171.97
2097152               338.13
4194304               670.84
comet-12-05,comet-12-08
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.11
1                       1.18
2                       1.16
4                       1.16
8                       1.18
16                      1.18
32                      1.18
64                      1.23
128                     1.31
256                     1.84
512                     1.95
1024                    2.27
2048                    2.77
4096                    3.21
8192                    4.53
16384                   6.77
32768                  10.18
65536                  15.61
131072                 26.04
262144                 46.68
524288                 88.14
1048576               171.36
2097152               339.13
4194304               669.73
comet-12-05,comet-12-09
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.04
1                       1.11
2                       1.11
4                       1.11
8                       1.11
16                      1.12
32                      1.14
64                      1.18
128                     1.28
256                     1.77
512                     1.89
1024                    2.25
2048                    2.67
4096                    3.14
8192                    4.52
16384                   6.85
32768                  10.12
65536                  15.59
131072                 26.02
262144                 46.76
524288                 88.10
1048576               171.34
2097152               338.26
4194304               668.83
comet-12-05,comet-12-10
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.16
1                       1.21
2                       1.20
4                       1.20
8                       1.21
16                      1.23
32                      1.25
64                      1.26
128                     1.36
256                     1.90
512                     2.02
1024                    2.32
2048                    2.83
4096                    3.27
8192                    4.60
16384                   6.92
32768                  10.26
65536                  15.75
131072                 26.10
262144                 46.77
524288                 88.41
1048576               171.10
2097152               337.74
4194304               669.53
comet-12-05,comet-12-11
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.09
1                       1.16
2                       1.15
4                       1.15
8                       1.14
16                      1.17
32                      1.18
64                      1.21
128                     1.31
256                     1.83
512                     1.94
1024                    2.26
2048                    2.76
4096                    3.19
8192                    4.55
16384                   6.73
32768                  10.15
65536                  15.56
131072                 25.95
262144                 46.80
524288                 88.05
1048576               171.67
2097152               337.90
4194304               669.06
comet-12-05,comet-12-12
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.04
1                       1.11
2                       1.10
4                       1.10
8                       1.11
16                      1.12
32                      1.13
64                      1.17
128                     1.25
256                     1.77
512                     1.89
1024                    2.25
2048                    2.74
4096                    3.16
8192                    4.54
16384                   6.75
32768                  10.04
65536                  15.49
131072                 25.86
262144                 46.52
524288                 87.90
1048576               171.23
2097152               337.48
4194304               668.39
comet-12-05,comet-12-13
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.10
1                       1.13
2                       1.13
4                       1.14
8                       1.15
16                      1.17
32                      1.18
64                      1.23
128                     1.30
256                     1.84
512                     1.95
1024                    2.27
2048                    2.77
4096                    3.21
8192                    4.52
16384                   6.90
32768                  10.16
65536                  15.42
131072                 25.83
262144                 46.61
524288                 88.03
1048576               171.57
2097152               337.98
4194304               670.05
comet-12-05,comet-12-14
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.08
1                       1.14
2                       1.14
4                       1.15
8                       1.14
16                      1.15
32                      1.17
64                      1.21
128                     1.31
256                     1.86
512                     1.94
1024                    2.27
2048                    2.78
4096                    3.20
8192                    4.53
16384                   6.85
32768                  10.20
65536                  16.59
131072                 25.97
262144                 46.63
524288                 87.98
1048576               171.06
2097152               337.90
4194304               668.65
comet-12-05,comet-12-15
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.04
1                       1.11
2                       1.13
4                       1.12
8                       1.13
16                      1.14
32                      1.15
64                      1.21
128                     1.28
256                     1.79
512                     1.91
1024                    2.25
2048                    2.74
4096                    3.17
8192                    4.56
16384                   6.84
32768                  10.06
65536                  15.42
131072                 25.79
262144                 46.46
524288                 88.09
1048576               170.84
2097152               337.46
4194304               668.37
comet-12-05,comet-12-16
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.03
1                       1.10
2                       1.10
4                       1.12
8                       1.12
16                      1.12
32                      1.13
64                      1.18
128                     1.27
256                     1.78
512                     1.89
1024                    2.25
2048                    2.74
4096                    3.16
8192                    4.55
16384                   6.84
32768                  10.04
65536                  15.45
131072                 25.90
262144                 46.56
524288                 87.90
1048576               171.41
2097152               337.80
4194304               669.19
comet-12-05,comet-12-17
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.09
1                       1.15
2                       1.16
4                       1.16
8                       1.17
16                      1.19
32                      1.21
64                      1.23
128                     1.33
256                     1.84
512                     1.95
1024                    2.30
2048                    2.80
4096                    3.21
8192                    4.52
16384                   6.78
32768                  10.14
65536                  15.64
131072                 26.02
262144                 46.71
524288                 88.18
1048576               171.50
2097152               338.44
4194304               669.75
comet-12-05,comet-12-18
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.11
1                       1.17
2                       1.16
4                       1.17
8                       1.16
16                      1.18
32                      1.20
64                      1.23
128                     1.31
256                     1.84
512                     1.95
1024                    2.27
2048                    2.78
4096                    3.21
8192                    4.55
16384                   6.88
32768                  10.16
65536                  15.69
131072                 26.02
262144                 46.70
524288                 88.10
1048576               171.48
2097152               338.44
4194304               669.45
comet-12-06,comet-12-01
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.13
1                       1.15
2                       1.16
4                       1.15
8                       1.15
16                      1.16
32                      1.17
64                      1.21
128                     1.29
256                     1.84
512                     1.95
1024                    2.28
2048                    2.79
4096                    3.21
8192                    4.54
16384                   6.81
32768                  10.22
65536                  15.62
131072                 25.97
262144                 46.63
524288                 88.06
1048576               171.29
2097152               337.66
4194304               669.47
comet-12-06,comet-12-02
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.05
1                       1.12
2                       1.14
4                       1.14
8                       1.14
16                      1.15
32                      1.19
64                      1.22
128                     1.32
256                     1.80
512                     1.91
1024                    2.28
2048                    2.78
4096                    3.18
8192                    4.60
16384                   6.88
32768                  10.05
65536                  15.52
131072                 25.84
262144                 46.60
524288                 87.90
1048576               171.53
2097152               338.39
4194304               669.03
comet-12-06,comet-12-03
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.05
1                       1.10
2                       1.10
4                       1.12
8                       1.10
16                      1.15
32                      1.16
64                      1.20
128                     1.28
256                     1.78
512                     1.90
1024                    2.26
2048                    2.76
4096                    3.18
8192                    4.53
16384                   6.77
32768                  10.12
65536                  15.50
131072                 25.86
262144                 46.56
524288                 88.18
1048576               172.02
2097152               338.63
4194304               669.21
comet-12-06,comet-12-04
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.06
1                       1.12
2                       1.12
4                       1.12
8                       1.12
16                      1.13
32                      1.14
64                      1.19
128                     1.26
256                     1.79
512                     1.90
1024                    2.26
2048                    2.74
4096                    3.16
8192                    4.54
16384                   6.95
32768                  10.04
65536                  15.49
131072                 25.81
262144                 46.53
524288                 87.96
1048576               171.62
2097152               338.16
4194304               668.72
comet-12-06,comet-12-05
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.04
1                       1.11
2                       1.11
4                       1.12
8                       1.11
16                      1.12
32                      1.14
64                      1.19
128                     1.27
256                     1.79
512                     1.89
1024                    2.27
2048                    2.77
4096                    3.20
8192                    4.61
16384                   6.87
32768                  10.14
65536                  15.52
131072                 25.89
262144                 46.54
524288                 87.95
1048576               171.23
2097152               337.71
4194304               668.06
comet-12-06,comet-12-07
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.04
1                       1.11
2                       1.11
4                       1.10
8                       1.10
16                      1.11
32                      1.13
64                      1.16
128                     1.26
256                     1.77
512                     1.89
1024                    2.23
2048                    2.73
4096                    3.15
8192                    4.57
16384                   6.99
32768                  10.07
65536                  15.52
131072                 25.86
262144                 46.62
524288                 88.02
1048576               171.41
2097152               338.28
4194304               669.63
comet-12-06,comet-12-08
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.05
1                       1.12
2                       1.11
4                       1.12
8                       1.12
16                      1.12
32                      1.14
64                      1.18
128                     1.27
256                     1.80
512                     1.91
1024                    2.25
2048                    2.74
4096                    3.18
8192                    4.51
16384                   6.92
32768                  10.09
65536                  15.52
131072                 25.87
262144                 46.59
524288                 88.01
1048576               171.47
2097152               337.85
4194304               668.12
comet-12-06,comet-12-09
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.04
1                       1.11
2                       1.11
4                       1.10
8                       1.11
16                      1.12
32                      1.14
64                      1.19
128                     1.27
256                     1.78
512                     1.89
1024                    2.25
2048                    2.74
4096                    3.16
8192                    4.58
16384                   6.99
32768                  10.09
65536                  15.53
131072                 26.04
262144                 46.63
524288                 87.93
1048576               172.54
2097152               337.90
4194304               670.63
comet-12-06,comet-12-10
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.06
1                       1.12
2                       1.12
4                       1.13
8                       1.12
16                      1.13
32                      1.15
64                      1.20
128                     1.28
256                     1.81
512                     1.92
1024                    2.26
2048                    2.77
4096                    3.19
8192                    4.57
16384                   6.85
32768                  10.16
65536                  15.64
131072                 25.99
262144                 46.67
524288                 87.98
1048576               171.17
2097152               338.12
4194304               669.92
comet-12-06,comet-12-11
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.04
1                       1.12
2                       1.10
4                       1.14
8                       1.16
16                      1.17
32                      1.18
64                      1.21
128                     1.30
256                     1.84
512                     1.94
1024                    2.27
2048                    2.76
4096                    3.18
8192                    4.56
16384                   7.00
32768                  10.20
65536                  15.61
131072                 26.02
262144                 46.70
524288                 88.14
1048576               171.58
2097152               338.07
4194304               670.24
comet-12-06,comet-12-12
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.03
1                       1.10
2                       1.12
4                       1.10
8                       1.10
16                      1.12
32                      1.13
64                      1.17
128                     1.25
256                     1.79
512                     1.90
1024                    2.27
2048                    2.75
4096                    3.17
8192                    4.50
16384                   6.81
32768                  10.08
65536                  15.49
131072                 25.89
262144                 46.55
524288                 87.92
1048576               171.33
2097152               338.36
4194304               669.80
comet-12-06,comet-12-13
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.05
1                       1.12
2                       1.12
4                       1.12
8                       1.12
16                      1.13
32                      1.14
64                      1.17
128                     1.27
256                     1.81
512                     1.91
1024                    2.27
2048                    2.77
4096                    3.20
8192                    4.56
16384                   6.80
32768                  10.09
65536                  15.62
131072                 25.96
262144                 46.67
524288                 88.11
1048576               171.30
2097152               338.12
4194304               669.80
comet-12-06,comet-12-14
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.03
1                       1.10
2                       1.11
4                       1.10
8                       1.11
16                      1.11
32                      1.13
64                      1.16
128                     1.25
256                     1.77
512                     1.88
1024                    2.25
2048                    2.74
4096                    3.16
8192                    4.53
16384                   6.97
32768                  10.01
65536                  15.44
131072                 25.83
262144                 46.45
524288                 87.85
1048576               171.83
2097152               337.74
4194304               669.09
comet-12-06,comet-12-15
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.04
1                       1.12
2                       1.13
4                       1.14
8                       1.13
16                      1.15
32                      1.17
64                      1.21
128                     1.31
256                     1.78
512                     1.90
1024                    2.26
2048                    2.75
4096                    3.17
8192                    4.59
16384                   6.91
32768                  10.09
65536                  15.49
131072                 25.85
262144                 46.62
524288                 87.90
1048576               171.35
2097152               337.72
4194304               669.36
comet-12-06,comet-12-16
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.08
1                       1.14
2                       1.14
4                       1.14
8                       1.16
16                      1.17
32                      1.18
64                      1.22
128                     1.31
256                     1.83
512                     1.94
1024                    2.28
2048                    2.78
4096                    3.21
8192                    4.60
16384                   6.87
32768                  10.19
65536                  15.66
131072                 25.98
262144                 46.70
524288                 88.07
1048576               171.40
2097152               337.87
4194304               669.67
comet-12-06,comet-12-17
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.08
1                       1.14
2                       1.12
4                       1.11
8                       1.11
16                      1.12
32                      1.13
64                      1.17
128                     1.26
256                     1.82
512                     1.92
1024                    2.27
2048                    2.76
4096                    3.20
8192                    4.52
16384                   6.93
32768                  10.15
65536                  15.65
131072                 26.03
262144                 46.71
524288                 88.16
1048576               171.64
2097152               338.62
4194304               670.69
comet-12-06,comet-12-18
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.04
1                       1.12
2                       1.10
4                       1.11
8                       1.11
16                      1.12
32                      1.13
64                      1.17
128                     1.25
256                     1.77
512                     1.89
1024                    2.26
2048                    2.74
4096                    3.18
8192                    4.59
16384                   6.82
32768                  10.12
65536                  15.55
131072                 25.92
262144                 46.58
524288                 88.03
1048576               171.40
2097152               338.35
4194304               669.94
comet-12-07,comet-12-01
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.07
1                       1.14
2                       1.13
4                       1.15
8                       1.14
16                      1.16
32                      1.19
64                      1.23
128                     1.30
256                     1.85
512                     1.95
1024                    2.28
2048                    2.77
4096                    3.21
8192                    4.56
16384                   6.79
32768                  10.24
65536                  15.68
131072                 26.04
262144                 46.76
524288                 88.15
1048576               171.46
2097152               338.23
4194304               669.44
comet-12-07,comet-12-02
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.08
1                       1.13
2                       1.15
4                       1.14
8                       1.13
16                      1.15
32                      1.17
64                      1.21
128                     1.30
256                     1.81
512                     1.94
1024                    2.27
2048                    2.76
4096                    3.19
8192                    4.54
16384                   7.00
32768                  10.09
65536                  15.56
131072                 25.97
262144                 46.63
524288                 88.10
1048576               171.64
2097152               338.36
4194304               671.00
comet-12-07,comet-12-03
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.04
1                       1.11
2                       1.11
4                       1.11
8                       1.11
16                      1.12
32                      1.15
64                      1.18
128                     1.29
256                     1.77
512                     1.88
1024                    2.24
2048                    2.74
4096                    3.15
8192                    4.55
16384                   6.97
32768                  10.09
65536                  15.57
131072                 25.96
262144                 46.68
524288                 88.08
1048576               171.50
2097152               339.02
4194304               670.82
comet-12-07,comet-12-04
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.05
1                       1.12
2                       1.12
4                       1.13
8                       1.13
16                      1.13
32                      1.15
64                      1.20
128                     1.28
256                     1.77
512                     1.89
1024                    2.25
2048                    2.75
4096                    3.16
8192                    4.56
16384                   6.97
32768                  10.19
65536                  15.67
131072                 26.04
262144                 46.74
524288                 88.20
1048576               171.97
2097152               338.70
4194304               670.84
comet-12-07,comet-12-05
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.19
1                       1.26
2                       1.24
4                       1.25
8                       1.24
16                      1.24
32                      1.26
64                      1.30
128                     1.39
256                     1.93
512                     2.04
1024                    2.32
2048                    2.84
4096                    3.26
8192                    4.54
16384                   6.96
32768                  10.35
65536                  15.78
131072                 26.15
262144                 46.93
524288                 88.45
1048576               171.68
2097152               338.88
4194304               671.02
comet-12-07,comet-12-06
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.06
1                       1.11
2                       1.11
4                       1.11
8                       1.11
16                      1.13
32                      1.15
64                      1.18
128                     1.27
256                     1.77
512                     1.88
1024                    2.24
2048                    2.75
4096                    3.16
8192                    4.67
16384                   7.06
32768                  10.30
65536                  15.60
131072                 25.97
262144                 46.71
524288                 88.13
1048576               171.52
2097152               337.70
4194304               669.46
comet-12-07,comet-12-08
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.05
1                       1.12
2                       1.11
4                       1.10
8                       1.10
16                      1.11
32                      1.12
64                      1.16
128                     1.26
256                     1.78
512                     1.90
1024                    2.25
2048                    2.74
4096                    3.17
8192                    4.51
16384                   6.95
32768                  10.11
65536                  15.54
131072                 25.97
262144                 46.73
524288                 88.19
1048576               172.19
2097152               338.77
4194304               670.48
comet-12-07,comet-12-09
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.05
1                       1.11
2                       1.11
4                       1.11
8                       1.11
16                      1.12
32                      1.14
64                      1.18
128                     1.26
256                     1.80
512                     1.90
1024                    2.24
2048                    2.75
4096                    3.18
8192                    4.56
16384                   6.75
32768                  10.16
65536                  15.56
131072                 25.97
262144                 46.64
524288                 88.14
1048576               171.99
2097152               339.40
4194304               669.75
comet-12-07,comet-12-10
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.16
1                       1.21
2                       1.22
4                       1.22
8                       1.20
16                      1.21
32                      1.22
64                      1.26
128                     1.36
256                     1.88
512                     2.00
1024                    2.29
2048                    2.81
4096                    3.24
8192                    4.57
16384                   6.88
32768                  10.32
65536                  15.77
131072                 26.12
262144                 46.81
524288                 88.47
1048576               171.51
2097152               338.76
4194304               669.27
comet-12-07,comet-12-11
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.04
1                       1.10
2                       1.11
4                       1.11
8                       1.12
16                      1.13
32                      1.15
64                      1.19
128                     1.26
256                     1.77
512                     1.90
1024                    2.25
2048                    2.74
4096                    3.18
8192                    4.52
16384                   6.94
32768                  10.07
65536                  15.48
131072                 25.90
262144                 46.68
524288                 88.06
1048576               171.86
2097152               338.78
4194304               669.03
comet-12-07,comet-12-12
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.04
1                       1.11
2                       1.10
4                       1.12
8                       1.12
16                      1.14
32                      1.14
64                      1.19
128                     1.28
256                     1.76
512                     1.89
1024                    2.26
2048                    2.74
4096                    3.17
8192                    4.52
16384                   6.95
32768                  10.25
65536                  15.69
131072                 26.12
262144                 46.80
524288                 88.21
1048576               172.00
2097152               338.68
4194304               668.59
comet-12-07,comet-12-13
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.04
1                       1.11
2                       1.10
4                       1.10
8                       1.10
16                      1.13
32                      1.14
64                      1.19
128                     1.27
256                     1.76
512                     1.88
1024                    2.23
2048                    2.72
4096                    3.15
8192                    4.56
16384                   6.89
32768                  10.04
65536                  15.54
131072                 25.94
262144                 46.67
524288                 88.18
1048576               173.27
2097152               338.05
4194304               670.38
comet-12-07,comet-12-14
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.10
1                       1.17
2                       1.15
4                       1.15
8                       1.15
16                      1.16
32                      1.18
64                      1.21
128                     1.31
256                     1.83
512                     1.94
1024                    2.27
2048                    2.78
4096                    3.19
8192                    4.60
16384                   7.02
32768                  10.24
65536                  15.71
131072                 26.07
262144                 46.85
524288                 88.27
1048576               171.81
2097152               337.79
4194304               669.75
comet-12-07,comet-12-15
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.04
1                       1.12
2                       1.12
4                       1.14
8                       1.12
16                      1.14
32                      1.15
64                      1.20
128                     1.28
256                     1.81
512                     1.92
1024                    2.27
2048                    2.76
4096                    3.16
8192                    4.57
16384                   6.81
32768                  10.15
65536                  15.63
131072                 26.00
262144                 46.72
524288                 88.12
1048576               171.37
2097152               337.95
4194304               669.83
comet-12-07,comet-12-16
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.11
1                       1.16
2                       1.15
4                       1.14
8                       1.15
16                      1.14
32                      1.18
64                      1.22
128                     1.28
256                     1.76
512                     1.90
1024                    2.23
2048                    2.74
4096                    3.20
8192                    4.59
16384                   6.88
32768                  10.20
65536                  15.68
131072                 26.05
262144                 46.86
524288                 88.26
1048576               171.54
2097152               338.66
4194304               670.81
comet-12-07,comet-12-17
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.10
1                       1.15
2                       1.14
4                       1.11
8                       1.11
16                      1.12
32                      1.14
64                      1.20
128                     1.30
256                     1.81
512                     1.93
1024                    2.26
2048                    2.78
4096                    3.19
8192                    4.55
16384                   6.96
32768                  10.12
65536                  15.54
131072                 25.94
262144                 46.64
524288                 88.05
1048576               171.66
2097152               338.82
4194304               671.44
comet-12-07,comet-12-18
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.03
1                       1.12
2                       1.13
4                       1.13
8                       1.13
16                      1.14
32                      1.17
64                      1.21
128                     1.29
256                     1.85
512                     1.95
1024                    2.30
2048                    2.79
4096                    3.23
8192                    4.67
16384                   7.12
32768                  10.30
65536                  15.76
131072                 26.20
262144                 46.83
524288                 88.23
1048576               171.87
2097152               338.90
4194304               669.98
comet-12-08,comet-12-01
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.13
1                       1.19
2                       1.21
4                       1.21
8                       1.19
16                      1.21
32                      1.24
64                      1.29
128                     1.38
256                     1.91
512                     2.02
1024                    2.33
2048                    2.84
4096                    3.25
8192                    4.52
16384                   6.83
32768                  10.35
65536                  15.79
131072                 26.20
262144                 46.88
524288                 88.24
1048576               172.08
2097152               338.10
4194304               669.03
comet-12-08,comet-12-02
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.05
1                       1.12
2                       1.11
4                       1.11
8                       1.12
16                      1.13
32                      1.14
64                      1.19
128                     1.27
256                     1.80
512                     1.91
1024                    2.26
2048                    2.75
4096                    3.18
8192                    4.53
16384                   6.97
32768                  10.09
65536                  15.55
131072                 25.89
262144                 46.62
524288                 88.08
1048576               172.00
2097152               338.78
4194304               669.91
comet-12-08,comet-12-03
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.03
1                       1.10
2                       1.10
4                       1.11
8                       1.10
16                      1.12
32                      1.13
64                      1.17
128                     1.26
256                     1.79
512                     1.89
1024                    2.25
2048                    2.75
4096                    3.20
8192                    4.50
16384                   6.83
32768                  10.13
65536                  15.54
131072                 25.95
262144                 46.72
524288                 88.10
1048576               172.38
2097152               338.61
4194304               671.06
comet-12-08,comet-12-04
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.10
1                       1.16
2                       1.15
4                       1.15
8                       1.15
16                      1.17
32                      1.19
64                      1.23
128                     1.31
256                     1.84
512                     1.95
1024                    2.29
2048                    2.80
4096                    3.19
8192                    4.64
16384                   6.92
32768                  10.21
65536                  15.67
131072                 26.09
262144                 46.83
524288                 89.24
1048576               171.51
2097152               338.24
4194304               670.73
comet-12-08,comet-12-05
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.15
1                       1.21
2                       1.20
4                       1.21
8                       1.23
16                      1.23
32                      1.25
64                      1.27
128                     1.37
256                     1.91
512                     2.02
1024                    2.32
2048                    2.84
4096                    3.24
8192                    4.54
16384                   6.96
32768                  10.30
65536                  15.73
131072                 26.12
262144                 46.83
524288                 88.46
1048576               171.58
2097152               337.94
4194304               669.28
comet-12-08,comet-12-06
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.05
1                       1.11
2                       1.11
4                       1.11
8                       1.12
16                      1.13
32                      1.16
64                      1.19
128                     1.28
256                     1.77
512                     1.89
1024                    2.25
2048                    2.74
4096                    3.17
8192                    4.52
16384                   6.84
32768                  10.06
65536                  15.51
131072                 25.84
262144                 46.55
524288                 87.92
1048576               171.92
2097152               338.00
4194304               670.32
comet-12-08,comet-12-07
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.06
1                       1.12
2                       1.11
4                       1.12
8                       1.13
16                      1.12
32                      1.16
64                      1.18
128                     1.28
256                     1.83
