#,comet-4-1,comet-4-2,comet-4-3,comet-4-4,comet-4-5,comet-4-6,comet-4-7,comet-4-8,comet-4-9,comet-4-10,comet-4-11,comet-4-12,comet-4-13,comet-4-14,comet-4-15,comet-4-16,comet-4-17,comet-4-18
comet-4-1,0.0,1.1499999999999999,1.1100000000000001,1.1200000000000001,1.1299999999999999,1.1200000000000001,1.1200000000000001,1.1499999999999999,1.1299999999999999,1.1200000000000001,1.1599999999999999,1.1399999999999999,1.1299999999999999,1.1499999999999999,1.1499999999999999,1.1100000000000001,1.1699999999999999,1.1299999999999999
comet-4-2,1.1499999999999999,0.0,1.1100000000000001,1.1299999999999999,1.1200000000000001,1.1100000000000001,1.1299999999999999,1.1000000000000001,1.1599999999999999,1.1000000000000001,1.1000000000000001,1.1499999999999999,1.1299999999999999,1.1299999999999999,1.1200000000000001,1.1200000000000001,1.1100000000000001,1.1100000000000001
comet-4-3,1.1100000000000001,1.1100000000000001,0.0,1.1399999999999999,1.1100000000000001,1.1000000000000001,1.1100000000000001,1.1000000000000001,1.1299999999999999,1.1000000000000001,1.1100000000000001,1.1899999999999999,1.2,1.1299999999999999,1.1299999999999999,1.1299999999999999,1.1499999999999999,1.1100000000000001
comet-4-4,1.1200000000000001,1.1299999999999999,1.1399999999999999,0.0,1.1100000000000001,1.1100000000000001,1.1200000000000001,1.1499999999999999,1.1299999999999999,1.1499999999999999,1.1200000000000001,1.1100000000000001,1.1299999999999999,1.1000000000000001,1.1200000000000001,1.1200000000000001,1.1399999999999999,1.1200000000000001
comet-4-5,1.1299999999999999,1.1200000000000001,1.1100000000000001,1.1100000000000001,0.0,1.1499999999999999,1.1699999999999999,1.1200000000000001,1.1299999999999999,1.1100000000000001,1.1299999999999999,1.1299999999999999,1.1200000000000001,1.1599999999999999,1.1899999999999999,1.1399999999999999,1.1499999999999999,1.1299999999999999
comet-4-6,1.1200000000000001,1.1100000000000001,1.1000000000000001,1.1100000000000001,1.1499999999999999,0.0,1.1200000000000001,1.1000000000000001,1.1100000000000001,1.1200000000000001,1.1299999999999999,1.1000000000000001,1.1299999999999999,1.1100000000000001,1.0900000000000001,1.1100000000000001,1.1200000000000001,1.1200000000000001
comet-4-7,1.1200000000000001,1.1299999999999999,1.1100000000000001,1.1200000000000001,1.1699999999999999,1.1200000000000001,0.0,1.1200000000000001,1.1100000000000001,1.1100000000000001,1.1699999999999999,1.1799999999999999,1.1100000000000001,1.21,1.1299999999999999,1.1299999999999999,1.1599999999999999,1.1100000000000001
comet-4-8,1.1499999999999999,1.1000000000000001,1.1000000000000001,1.1499999999999999,1.1200000000000001,1.1000000000000001,1.1200000000000001,0.0,1.1000000000000001,1.1200000000000001,1.1100000000000001,1.1200000000000001,1.1200000000000001,1.1699999999999999,1.1299999999999999,1.1899999999999999,1.1100000000000001,1.1200000000000001
comet-4-9,1.1299999999999999,1.1599999999999999,1.1299999999999999,1.1299999999999999,1.1299999999999999,1.1100000000000001,1.1100000000000001,1.1000000000000001,0.0,1.1200000000000001,1.1399999999999999,1.1000000000000001,1.1100000000000001,1.2,1.1299999999999999,1.1399999999999999,1.1100000000000001,1.1499999999999999
comet-4-10,1.1200000000000001,1.1000000000000001,1.1000000000000001,1.1499999999999999,1.1100000000000001,1.1200000000000001,1.1100000000000001,1.1200000000000001,1.1200000000000001,0.0,1.1000000000000001,1.1000000000000001,1.1299999999999999,1.1100000000000001,1.1000000000000001,1.1699999999999999,1.1100000000000001,1.1000000000000001
comet-4-11,1.1599999999999999,1.1000000000000001,1.1100000000000001,1.1200000000000001,1.1299999999999999,1.1299999999999999,1.1699999999999999,1.1100000000000001,1.1399999999999999,1.1000000000000001,0.0,1.1499999999999999,1.1100000000000001,1.1000000000000001,1.1299999999999999,1.2,1.1899999999999999,1.0900000000000001
comet-4-12,1.1399999999999999,1.1499999999999999,1.1899999999999999,1.1100000000000001,1.1299999999999999,1.1000000000000001,1.1799999999999999,1.1200000000000001,1.1000000000000001,1.1000000000000001,1.1499999999999999,0.0,1.1200000000000001,1.1699999999999999,1.1399999999999999,1.1100000000000001,1.1499999999999999,1.1000000000000001
comet-4-13,1.1299999999999999,1.1299999999999999,1.2,1.1299999999999999,1.1200000000000001,1.1299999999999999,1.1100000000000001,1.1200000000000001,1.1100000000000001,1.1299999999999999,1.1100000000000001,1.1200000000000001,0.0,1.1399999999999999,1.1000000000000001,1.1100000000000001,1.1299999999999999,1.1100000000000001
comet-4-14,1.1499999999999999,1.1299999999999999,1.1299999999999999,1.1000000000000001,1.1599999999999999,1.1100000000000001,1.21,1.1699999999999999,1.2,1.1100000000000001,1.1000000000000001,1.1699999999999999,1.1399999999999999,0.0,1.1599999999999999,1.1699999999999999,1.1000000000000001,1.1799999999999999
comet-4-15,1.1499999999999999,1.1200000000000001,1.1299999999999999,1.1200000000000001,1.1899999999999999,1.0900000000000001,1.1299999999999999,1.1299999999999999,1.1299999999999999,1.1000000000000001,1.1299999999999999,1.1399999999999999,1.1000000000000001,1.1599999999999999,0.0,1.1000000000000001,1.1000000000000001,1.1599999999999999
comet-4-16,1.1100000000000001,1.1200000000000001,1.1299999999999999,1.1200000000000001,1.1399999999999999,1.1100000000000001,1.1299999999999999,1.1899999999999999,1.1399999999999999,1.1699999999999999,1.2,1.1100000000000001,1.1100000000000001,1.1699999999999999,1.1000000000000001,0.0,1.1299999999999999,1.1299999999999999
comet-4-17,1.1699999999999999,1.1100000000000001,1.1499999999999999,1.1399999999999999,1.1499999999999999,1.1200000000000001,1.1599999999999999,1.1100000000000001,1.1100000000000001,1.1100000000000001,1.1899999999999999,1.1499999999999999,1.1299999999999999,1.1000000000000001,1.1000000000000001,1.1299999999999999,0.0,1.1000000000000001
