#,comet-11-55,comet-11-56,comet-11-57,comet-11-58,comet-11-59,comet-11-60,comet-11-61,comet-11-62,comet-11-63,comet-11-64,comet-11-65,comet-11-66,comet-11-67,comet-11-68,comet-11-69,comet-11-70,comet-11-71,comet-11-72
comet-11-55,0.0,1.1599999999999999,1.1100000000000001,1.1399999999999999,1.1100000000000001,1.1200000000000001,1.1200000000000001,1.1200000000000001,1.1399999999999999,1.1399999999999999,1.1499999999999999,1.1200000000000001,1.1399999999999999,1.1399999999999999,1.1699999999999999,1.1299999999999999,1.21,1.1399999999999999
comet-11-56,1.1599999999999999,0.0,1.1399999999999999,1.1399999999999999,1.1599999999999999,1.1399999999999999,1.1599999999999999,1.1200000000000001,1.1200000000000001,1.1000000000000001,1.1399999999999999,1.1100000000000001,1.1499999999999999,1.1000000000000001,1.1100000000000001,1.1399999999999999,1.1200000000000001,1.1200000000000001
comet-11-57,1.1100000000000001,1.1399999999999999,0.0,1.1699999999999999,1.1100000000000001,1.1100000000000001,1.1200000000000001,1.1000000000000001,1.1200000000000001,1.1299999999999999,1.1399999999999999,1.1200000000000001,1.1200000000000001,1.1100000000000001,1.1299999999999999,1.1299999999999999,1.1100000000000001,1.1200000000000001
comet-11-58,1.1399999999999999,1.1399999999999999,1.1699999999999999,0.0,1.1299999999999999,1.1299999999999999,1.1399999999999999,1.1100000000000001,1.1100000000000001,1.1200000000000001,1.1200000000000001,1.1000000000000001,1.1100000000000001,1.1299999999999999,1.1100000000000001,1.1000000000000001,1.1799999999999999,1.1399999999999999
comet-11-59,1.1100000000000001,1.1599999999999999,1.1100000000000001,1.1299999999999999,0.0,1.1100000000000001,1.1299999999999999,1.1899999999999999,1.1100000000000001,1.1899999999999999,1.1200000000000001,1.1000000000000001,1.1499999999999999,1.1399999999999999,1.1000000000000001,1.1599999999999999,1.1100000000000001,1.1599999999999999
comet-11-60,1.1200000000000001,1.1399999999999999,1.1100000000000001,1.1299999999999999,1.1100000000000001,0.0,1.1599999999999999,1.1499999999999999,1.1200000000000001,1.1499999999999999,1.1100000000000001,1.1200000000000001,1.1000000000000001,1.1100000000000001,1.1200000000000001,1.1000000000000001,1.1000000000000001,1.1100000000000001
comet-11-61,1.1200000000000001,1.1599999999999999,1.1200000000000001,1.1399999999999999,1.1299999999999999,1.1599999999999999,0.0,1.1299999999999999,1.1399999999999999,1.1000000000000001,1.1599999999999999,1.1000000000000001,1.1100000000000001,1.1000000000000001,1.1100000000000001,1.1200000000000001,1.1399999999999999,1.1000000000000001
comet-11-62,1.1200000000000001,1.1200000000000001,1.1000000000000001,1.1100000000000001,1.1899999999999999,1.1499999999999999,1.1299999999999999,0.0,1.1000000000000001,1.1100000000000001,1.1299999999999999,1.0900000000000001,1.1399999999999999,1.1000000000000001,1.1200000000000001,1.1200000000000001,1.1299999999999999,1.1100000000000001
comet-11-63,1.1399999999999999,1.1200000000000001,1.1200000000000001,1.1100000000000001,1.1100000000000001,1.1200000000000001,1.1399999999999999,1.1000000000000001,0.0,1.1299999999999999,1.1100000000000001,1.1100000000000001,1.1000000000000001,1.1100000000000001,1.1299999999999999,1.1200000000000001,1.1000000000000001,1.1299999999999999
comet-11-64,1.1399999999999999,1.1000000000000001,1.1299999999999999,1.1200000000000001,1.1899999999999999,1.1499999999999999,1.1000000000000001,1.1100000000000001,1.1299999999999999,0.0,1.1200000000000001,1.1799999999999999,1.1799999999999999,1.1599999999999999,1.1100000000000001,1.1200000000000001,1.1000000000000001,1.1699999999999999
comet-11-65,1.1499999999999999,1.1399999999999999,1.1399999999999999,1.1200000000000001,1.1200000000000001,1.1100000000000001,1.1599999999999999,1.1299999999999999,1.1100000000000001,1.1200000000000001,0.0,1.1499999999999999,1.1000000000000001,1.1000000000000001,1.1200000000000001,1.1200000000000001,1.1299999999999999,1.1399999999999999
comet-11-66,1.1200000000000001,1.1100000000000001,1.1200000000000001,1.1000000000000001,1.1000000000000001,1.1200000000000001,1.1000000000000001,1.0900000000000001,1.1100000000000001,1.1799999999999999,1.1499999999999999,0.0,1.1100000000000001,1.1899999999999999,1.1100000000000001,1.1000000000000001,1.1100000000000001,1.1000000000000001
comet-11-67,1.1399999999999999,1.1499999999999999,1.1200000000000001,1.1100000000000001,1.1499999999999999,1.1000000000000001,1.1100000000000001,1.1399999999999999,1.1000000000000001,1.1799999999999999,1.1000000000000001,1.1100000000000001,0.0,1.1499999999999999,1.1000000000000001,1.1299999999999999,1.1499999999999999,1.1299999999999999
